,level,parent,name,q,eppo,hosts,hosts_ix,corr_deseases
383,8,955,Puccinia horiana,Q5114544,PUCCHN,"[[""Ajania shiwogiku var. kinokumiensis"", ""DDMSK""], [""Chrysanthemum lavandulifolium"", ""Q21263416"", ""DDMBO""], [""Chrysanthemum"", ""Q59882"", ""CHYIN""], [""Chrysanthemum indicum"", ""Q4157858"", ""CHYIN""], [""Chrysanthemum makinoi"", ""CHYMK""], [""Chrysanthemum japonense"", ""Q5765951"", ""DDMJA""], [""Ajania shiwogiku"", ""Q15578903"", ""CHYSW""], [""Leucanthemella serotina"", ""Q15548783"", ""CHYSR""], [""Nipponanthemum nipponicum"", ""Q18667454"", ""CHYNI""], [""Arctanthemum arcticum"", ""Q15585742"", ""CHYAR""], [""Chrysanthemum yoshinaganthum"", ""Q21263574"", ""CHYYO""], [""Chrysanthemum zawadskii"", ""Q15226886"", ""CHYZA""], [""Chrysanthemum x morifolium"", ""CHYHO""], [""Ajania pacifica"", ""Q971214"", ""CHYPC""]]","[689, 686, 12, 414, 417, 688, 425, 423, 419, 405, 427, 428, 413, 422]","[[""White rust""], [""White rust of chrysanthemum"", ""Q51001240""]]"
384,8,955,Puccinia menthae,Q7258195,PUCCME,"[[""Mentha"", ""Q47859"", ""1MENG""]]",[59],"[[""rust"", ""Q4273292""]]"
385,8,955,Puccinia pittieriana,Q3443292,PUCCPT,"[[""Lycianthes radiata"", ""Q15530543"", ""LYIRA""], [""Solanum tuberosum subsp. andigenum"", ""SOLAD""], [""Solanum nigrum"", ""Q146400"", ""SOLNI""], [""Solanum demissum"", ""Q3489182"", ""SOLDS""], [""Solanum tuberosum"", ""Q10998"", ""SOLTU""], [""Solanum verrucosum"", ""Q3489213"", ""SOLVC""], [""Solanum lycopersicum"", ""Q23501"", ""LYPES""]]","[1139, 1824, 1848, 1837, 1866, 1867, 1140]","[[""common potato rust"", ""Q130389494""], [""Common rust""]]"
386,8,955,Puccinia purpurea,Q310160,PUCCPU,"[[""Sorghum"", ""Q12111"", ""SORVU""]]",[87],"[[""rust"", ""Q4273292""]]"
387,8,955,Puccinia polysora,Q2117072,PUCCPY,"[[""Zea mays"", ""Q11575"", ""ZEAMX""]]",[2088],"[[""southern corn rust"", ""Q120637506""]]"
388,8,955,Puccinia pelargonii-zonalis,Q10646270,PUCCPZ,"[[""Geranium"", ""Q157211"", ""1GERG""], [""Pelargonium x hortorum"", ""PELZO""], [""Pelargonium"", ""Q146118"", ""1PELG""]]","[45, 1318, 66]","[[""rust"", ""Q4273292""]]"
389,8,955,Puccinia ribesii-caricis,Q10646303,PUCCRC,[],[],"[[""Q100712931"", ""Q100712931""]]"
390,8,955,Puccinia recondita,Q24268,PUCCRE,[],[],"[[""Puccinia triticina"", ""Q100683084""], [""Q100678087"", ""Q100678087""]]"
391,8,955,Puccinia sorghi,Q1665353,PUCCSO,"[[""Zea mays"", ""Q11575"", ""ZEAMX""]]",[2088],"[[""Common rust""]]"
392,8,955,Puccinia substriata,Q2117167,PUCCSU,"[[""Pennisetum glaucum"", ""Q654332"", ""PESGL""]]",[1321],"[[""rust"", ""Q4273292""]]"
393,8,956,Pucciniastrum epilobii,Q1602264,PUCIEP,"[[""Fuchsia"", ""Q161066"", ""FUCHY""]]",[869],"[[""rust"", ""Q4273292""]]"
394,8,956,Pucciniastrum hydrangeae,Q7258206,PUCIHY,"[[""Hydrangea"", ""Q155997"", ""1HYEG""]]",[51],"[[""rust"", ""Q4273292""]]"
395,7,591,Pustula helianthicola,,PUSTHE,"[[""Helianthus annuus"", ""Q171497"", ""HELAN""]]",[937],"[[""White rust""]]"
396,8,957,Pyrenochaeta oryzae,Q10647258,PYREOR,"[[""Oryza sativa"", ""Q161426"", ""ORYSA""]]",[1276],"[[""Sheath blotch""]]"
397,9,958,Setophoma terrestris,Q104095950,PYRETE,"[[""Cucurbitaceae"", ""Q8314"", ""1CUCF""], [""Allium"", ""Q49391"", ""1ALLG""]]","[29, 4]","[[""Pink root""]]"
398,9,960,Pyricularia grisea,Q21398162,PYRIGR,"[[""Musa"", ""Q8666090"", ""1MUBG""]]",[62],"[[""Pitting""], [""Q7315040"", ""Q7315040""]]"
399,9,960,Pyricularia oryzae,Q80973031,PYRIOR,"[[""Triticum"", ""Q12106"", ""1TRZG""], [""Setaria palmifolia"", ""Q11116561"", ""SETPA""], [""Oryza australiensis"", ""Q15251837"", ""ORYAU""], [""Hordeum vulgare"", ""Q11577"", ""HORVX""], [""Lolium perenne"", ""Q161722"", ""LOLPE""], [""Sorghum halepense"", ""Q858360"", ""SORHA""], [""Oryza longistaminata"", ""Q7105328"", ""ORYLO""], [""Cenchrus ciliaris"", ""Q2715047"", ""PESCI""], [""Musa"", ""Q8666090"", ""1MUBG""], [""Oryza sativa"", ""Q161426"", ""ORYSA""], [""Triticum aestivum subsp. aestivum"", ""Q21384762"", ""TRZAX""], [""Poaceae"", ""Q43238"", ""1GRAF""], [""Triticum durum"", ""Q618324"", ""TRZDU""], [""x Triticosecale"", ""1TTLG""], [""Zea mays"", ""Q124961380"", ""ZEAMX""], [""Oryza barthii"", ""Q15296109"", ""ORYBA""], [""Lolium arundinaceum"", ""Q50346809"", ""FESAR""], [""Hakonechloa macra"", ""Q1129703"", ""HKNMA""], [""Setaria italica"", ""Q161211"", ""SETIT""]]","[93, 1801, 1273, 961, 1104, 1881, 1275, 1319, 62, 1276, 1968, 48, 1969, 94, 2088, 1274, 837, 958, 1799]","[[""Blast""]]"
400,9,744,Drechslera avenacea,Q5306825,PYRNAV,[],[],"[[""Q97315261"", ""Q97315261""]]"
401,9,744,Drechslera graminea,Q84860009,PYRNGR,[],[],"[[""tan spot"", ""Q30916244""]]"
402,9,744,Drechslera teres,Q15633687,PYRNTE,"[[""Hordeum vulgare"", ""Q11577"", ""HORVX""]]",[961],"[[""Net blotch""], [""net blotch of barley"", ""Q96758284""]]"
403,9,744,Pyrenophora tritici-repentis,Q289074,PYRNTR,"[[""Hordeum vulgare"", ""Q11577"", ""HORVX""]]",[961],"[[""tan spot"", ""Q30916244""]]"
404,8,961,Pyrenopeziza brassicae,Q5226308,PYRPBR,"[[""Brassicaceae"", ""Q156888"", ""1CRUF""]]",[22],"[[""Light leaf spot""]]"
405,7,964,Pythium aphanidermatum,Q16988965,PYTHAP,"[[""Cannabis sativa"", ""Q26726"", ""CNISA""], [""Cajanus cajan"", ""Q632559"", ""CAJCA""], [""Carica papaya"", ""Q34887"", ""CIAPA""], [""Cucurbitaceae"", ""Q8314"", ""1CUCF""], [""Citrus"", ""Q81513"", ""1CIDG""], [""Spinacia oleracea"", ""Q81464"", ""SPQOL""], [""Solanum tuberosum"", ""Q10998"", ""SOLTU""], [""Poinsettia"", ""Q15711519"", ""EPHPU""]]","[506, 342, 429, 29, 13, 1890, 1866, 787]","[[""Leak""], [""Foot rot""], [""Root rot"", ""Q1442077""], [""Damping off"", ""Q1500132""]]"
406,7,964,Pythium debaryanum,Q3926085,PYTHDE,"[[""Citrus"", ""Q81513"", ""1CIDG""], [""Cicer arietinum"", ""Q81375"", ""CIEAR""]]","[13, 470]","[[""Damping off"", ""Q1500132""], [""root rot of beet"", ""Q99395308""], [""Q128830670"", ""Q128830670""]]"
407,7,964,Pythium irregulare,Q7263887,PYTHIR,"[[""Cucurbitaceae"", ""Q8314"", ""1CUCF""], [""Cajanus cajan"", ""Q632559"", ""CAJCA""], [""Glycine max"", ""Q11006"", ""GLXMA""]]","[29, 342, 901]","[[""Damping off"", ""Q1500132""]]"
408,7,964,Pythium iwayamai,,PYTHIW,"[[""Hordeum vulgare"", ""Q11577"", ""HORVX""]]",[961],"[[""Snow rot""]]"
409,7,964,Pythium splendens,Q7263901,PYTHSL,"[[""Cajanus cajan"", ""Q632559"", ""CAJCA""], [""Mangifera indica"", ""Q3919027"", ""MNGIN""]]","[342, 1219]","[[""Damping off"", ""Q1500132""], [""Root rot"", ""Q1442077""]]"
410,7,964,Pythium sp.,Q2699011,PYTHSP,"[[""Solanum tuberosum"", ""Q10998"", ""SOLTU""]]",[1866],"[[""black wood-vessel disease"", ""Q3382633""]]"
411,7,964,Pythium ultimum,,PYTHUL,"[[""Cucurbitaceae"", ""Q8314"", ""1CUCF""], [""Carica papaya"", ""Q34887"", ""CIAPA""], [""Citrus"", ""Q81513"", ""1CIDG""]]","[29, 429, 13]","[[""Damping off"", ""Q1500132""], [""Stem rot""], [""Root rot"", ""Q1442077""]]"
412,7,965,Phytopythium vexans,,PYTHVE,"[[""Citrus"", ""Q81513"", ""1CIDG""], [""Citrus reticulata"", ""Q125337"", ""CIDRE""]]","[13, 459]","[[""Damping off"", ""Q1500132""]]"
413,9,966,Raffaelea lauricola,Q27642655,RAFFLA,"[[""Cinnamomum camphora"", ""Q158722"", ""CINCA""], [""Licaria triandra"", ""Q15612638"", ""LCRTR""], [""Persea palustris"", ""Q1245407"", ""PEBPA""], [""Persea liebmannii"", ""Q644666"", ""PEBLB""], [""Cinnamomum osmophloeum"", ""Q714184"", ""CINOS""], [""Lindera benzoin"", ""Q3024124"", ""LIEBE""], [""Lindera aggregata"", ""Q3205609"", ""LIEST""], [""Machilus zuihoensis"", ""Q15246890"", ""MCHZU""], [""Sassafras albidum"", ""Q584469"", ""SSAAL""], [""Phoebe sp."", ""PBOSS""], [""Persea humilis"", ""Q15555059"", ""PEBHU""], [""Laurus nobilis"", ""Q26006"", ""LURNO""], [""Machilus thunbergii"", ""Q5792073"", ""PEBTH""], [""Litsea aestivalis"", ""Q15608216"", ""LISAE""], [""Persea americana"", ""Q37153"", ""PEBAM""], [""Lindera melissifolia"", ""Q6552425"", ""LIEML""], [""Persea borbonia"", ""Q4351742"", ""PEBBO""], [""Persea indica"", ""Q654852"", ""PEBIN""], [""Cinnamomum jensenianum"", ""Q15227665"", ""CINJE""], [""Umbellularia californica"", ""Q692162"", ""UMBCA""]]","[472, 1057, 1311, 1310, 474, 1073, 1077, 1193, 1902, 1302, 1308, 1133, 1312, 1091, 1306, 1075, 1307, 1309, 473, 2004]","[[""laurel wilt"", ""Q6500058""]]"
414,9,967,Ramulispora sorghi,Q7290364,RAMLSO,"[[""Sorghum"", ""Q12111"", ""SORVU""]]",[87],"[[""Sooty stripe""]]"
415,,,Ralstonia solanacearum,Q2710840,RASLSL,[],[],"[[""brown rot of potato"", ""Q647810""]]"
416,8,968,Rhabdocline pseudotsugae,Q7319975,RBDCPS,[],[],"[[""Q13217485"", ""Q13217485""]]"
417,9,970,Raspberry bushy dwarf virus,Q7295196,RBDV00,"[[""Vitis vinifera"", ""Q30046"", ""VITVI""], [""Rubus"", ""Q602740"", ""1RUBG""], [""Prunus avium"", ""Q165137"", ""PRNAV""], [""Rubus parviflorus"", ""Q2614003"", ""RUBPA""], [""Rubus idaeus"", ""Q12252383"", ""RUBID""], [""Rubus arcticus"", ""Q210330"", ""RUBAR""]]","[2069, 82, 1517, 1732, 1729, 1724]","[[""raspberry bushy dwarf"", ""Q56343299""]]"
418,8,973,Rhizoctonia carotae,,RHIZCA,"[[""Daucus carota subsp. sativus"", ""Q11678009"", ""DAUCS""]]",[683],"[[""Crater rot""]]"
419,8,973,Thanatephorus cucumeris,Q149125,RHIZSO,"[[""Cocos nucifera"", ""Q13187"", ""CCNNU""], [""Spinacia oleracea"", ""Q81464"", ""SPQOL""], [""Osteospermum"", ""Q942384"", ""1OSPG""], [""Lactuca sativa"", ""Q83193"", ""LACSA""], [""Camellia sinensis"", ""Q101815"", ""CAHSI""], [""Lilium davidii hybrids"", ""LILDH""], [""Brassicaceae"", ""Q156888"", ""1CRUF""], [""Passiflora edulis"", ""Q156790"", ""PAQED""], [""Solanum phureja"", ""Q2277249"", ""SOLPJ""], [""Cucurbitaceae"", ""Q8314"", ""1CUCF""], [""Citrus"", ""Q81513"", ""1CIDG""], [""Brassica rapa subsp. chinensis"", ""Q165178"", ""BRSCH""], [""Solanum tuberosum"", ""Q10998"", ""SOLTU""], [""Cannabis sativa"", ""Q26726"", ""CNISA""], [""Cajanus cajan"", ""Q632559"", ""CAJCA""], [""Gossypium hirsutum"", ""Q133481"", ""GOSHI""], [""Kalanchoe"", ""Q312063"", ""1KANG""], [""Fabaceae"", ""Q44448"", ""1LEGF""], [""Daucus carota subsp. sativus"", ""Q11678009"", ""DAUCS""]]","[355, 1890, 65, 1033, 341, 1084, 22, 1290, 1851, 29, 13, 316, 1866, 506, 342, 911, 54, 56, 683]","[[""Damping off"", ""Q1500132""], [""Leaf spot""], [""Areolate leaf spot""], [""Q97503712"", ""Q97503712""], [""black scurf"", ""Q126327180""], [""Web blight""], [""Q128830670"", ""Q128830670""], [""Sheath blight of rice"", ""Q96405506""], [""Collar rot""], [""Bottom rot""], [""Canker""]]"
420,9,793,Microdochium albescens,,RHYNOR,"[[""Oryza sativa"", ""Q161426"", ""ORYSA""]]",[1276],"[[""Leaf scald""]]"
421,8,974,Rhynchosporium secalis,Q7321729,RHYNSE,"[[""Hordeum vulgare"", ""Q11577"", ""HORVX""], [""Secale cereale"", ""Q12099"", ""SECCE""]]","[961, 1783]","[[""Scald"", ""Q7429699""]]"
422,9,975,Seiridium cupressi,Q103817224,RHYSCU,[],[],"[[""Cypress canker"", ""Q60764733""]]"
423,8,976,Rhytisma acerinum,Q163458,RHYTAC,[],[],"[[""tar spot"", ""Q2400155""]]"
424,8,978,Rigidoporus microporus,Q1311001,RIGILI,"[[""Camellia sinensis"", ""Q101815"", ""CAHSI""]]",[341],"[[""White root rot""]]"
425,,,Rhizopus stolonifer,Q1500736,RIZPSN,[],[],"[[""black bread mold"", ""Q97572400""]]"
426,9,980,Dematophora necatrix,,ROSLNE,"[[""Citrus"", ""Q81513"", ""1CIDG""], [""Vitis vinifera"", ""Q30046"", ""VITVI""], [""Pistacia vera"", ""Q36071"", ""PIAVE""], [""Persea americana"", ""Q37153"", ""PEBAM""]]","[13, 2069, 1359, 1306]","[[""White root rot""]]"
427,10,985,Rose rosette emaravirus,Q29002472,RRV000,"[[""Rosa spinosissima"", ""Q158359"", ""ROSPP""], [""Rosa roxburghii"", ""Q3442131"", ""ROSRX""], [""Rosa bracteata"", ""Q2166503"", ""ROSBC""], [""Rosa hybrids"", ""ROSHY""], [""Rosa rubiginosa"", ""Q15546415"", ""ROSRB""], [""Rosa rugosa"", ""Q634975"", ""ROSRG""], [""Rosa nutkana"", ""Q3106488"", ""ROSNU""], [""Rosa banksiae"", ""Q140415"", ""ROSBA""], [""Rosa pisocarpa"", ""Q3017700"", ""ROSPI""], [""Rosa soulieana"", ""Q3206002"", ""ROSSL""], [""Rosa fortuniana"", ""ROSFT""], [""Rosa glauca"", ""Q158929"", ""ROSGL""], [""Rosa dumetorum"", ""Q15844740"", ""ROSCF""], [""Rosa woodsii"", ""Q1031875"", ""ROSWO""], [""Rosa multiflora"", ""Q133617"", ""ROSMU""], [""Rosa canina"", ""Q146066"", ""ROSCN""], [""Rosa arkansana var. suffulta"", ""ROSAS""], [""Rosa arkansana"", ""Q145631"", ""ROSAK""], [""Rosa villosa"", ""Q159499"", ""ROSVL""], [""Rosa foliolosa"", ""Q3442106"", ""ROSFL""], [""Rosa wichuraiana"", ""Q1422123"", ""ROSWI""], [""Rosa x odorata"", ""ROSOD""]]","[1712, 1715, 1699, 1706, 1713, 1714, 1708, 1698, 1711, 1716, 1704, 1705, 1701, 1720, 1707, 1702, 1697, 1696, 1718, 1703, 1719, 1709]","[[""Q86078011"", ""Q86078011""]]"
428,9,991,Rice tungro bacilliform virus,Q7323112,RTBV00,"[[""Oryza sativa"", ""Q161426"", ""ORYSA""], [""Poaceae"", ""Q43238"", ""1GRAF""]]","[1276, 48]","[[""tungro"", ""Q109046167""]]"
429,9,992,Rice tungro spherical virus,Q7323113,RTSV00,[],[],"[[""tungro"", ""Q109046167""]]"
430,3,993,Raspberry vein chlorosis virus,Q7295201,RVCV00,[],[],"[[""raspberry vein chlorosis"", ""Q56343287""]]"
431,9,581,Sarocladium oryzae,Q7424430,SARMOR,"[[""Oryza sativa"", ""Q161426"", ""ORYSA""]]",[1276],"[[""sheath rot"", ""Q109041858""]]"
432,9,996,Schizothyrium pomi,Q7431645,SCHIPO,"[[""Citrus"", ""Q81513"", ""1CIDG""], [""Dianthus caryophyllus"", ""Q158984"", ""DINCA""]]","[13, 711]","[[""Greasy blotch""], [""Q64348700"", ""Q64348700""], [""Fly speck""]]"
433,9,997,Lecanosticta acicola,Q54370793,SCIRAC,"[[""Pinus nigra"", ""Q145954"", ""PIUNI""], [""Pinus resinosa"", ""Q2045958"", ""PIURE""], [""Pinus jeffreyi"", ""Q251370"", ""PIUJE""], [""Pinus densiflora"", ""Q1044186"", ""PIUDE""], [""Pinus serotina"", ""Q2703233"", ""PIUSE""], [""Pinus halepensis"", ""Q211457"", ""PIUHA""], [""Pinus ponderosa"", ""Q460523"", ""PIUPO""], [""Pinus cubensis"", ""Q1790865"", ""PIUCU""], [""Pinus muricata"", ""Q866150"", ""PIUMR""], [""Pinus contorta var. latifolia"", ""PIUCT""], [""Pinus x sondereggeri"", ""PIUSO""], [""Pinus glabra"", ""Q539249"", ""PIUGL""], [""Pinus engelmannii"", ""Q137009"", ""PIUEN""], [""Pinus thunbergii"", ""Q854884"", ""PIUTH""], [""Pinus ayacahuite"", ""Q1546541"", ""PIUAY""], [""Pinus mugo var. pumilio"", ""PIUMM""], [""Pinus taeda"", ""Q368248"", ""PIUTD""], [""Pinophyta"", ""Q132825"", ""1PINP""], [""Pinus palustris"", ""Q148542"", ""PIUPA""], [""Pinus brutia"", ""Q628329"", ""PIUBR""], [""Pinus clausa"", ""Q1259309"", ""PIUCL""], [""Pinus sylvestris"", ""Q133128"", ""PIUSI""], [""Pinus maximinoi"", ""Q137010"", ""PIUMX""], [""Pinus pinea"", ""Q106094"", ""PIUPN""], [""Pinus nigra subsp. laricio"", ""Q3905334"", ""PIUNL""], [""Pinus cembra"", ""Q147278"", ""PIUCE""], [""Pinus pinaster"", ""Q271582"", ""PIUPL""], [""Pinus strobus"", ""Q157230"", ""PIUST""], [""Pinus canariensis"", ""Q756191"", ""PIUCA""], [""Pinus radiata"", ""Q748888"", ""PIURA""], [""Pinus ponderosa var. scopulorum"", ""PIUPM""], [""Pinus oocarpa"", ""Q2744076"", ""PIUOO""], [""Pinus contorta"", ""Q165091"", ""PIUCN""], [""Pinus patula"", ""Q134804"", ""PIUPT""], [""Pinus mugo"", ""Q147475"", ""PIUMU""], [""Pinus attenuata"", ""Q2703208"", ""PIUAT""], [""Pinus x rhaetica"", ""PIURH""], [""Pinus pinaster subsp. escarena"", ""Q85844699"", ""PIUPI""], [""Pinus nigra subsp. pallasiana"", ""Q4429482"", ""PIUNP""], [""Pinus virginiana"", ""Q3505749"", ""PIUVI""], [""Pinus caribaea"", ""Q2900918"", ""PIUCB""], [""Pinus mugo subsp. uncinata"", ""Q123095642"", ""PIUUN""], [""Pinus elliottii"", ""Q1249109"", ""PIUEL""], [""Pinus arizonica"", ""Q2703215"", ""PIUPR""], [""Pinus cembroides"", ""Q3506511"", ""PIUCM""], [""Pinus rigida"", ""Q837410"", ""PIURI""], [""Pinus banksiana"", ""Q806838"", ""PIUBN""], [""Pinus coulteri"", ""Q1137001"", ""PIUCO""], [""Pinus tecunumanii"", ""Q3308344"", ""PIUTC""], [""Cedrus atlantica"", ""Q623489"", ""CEUAT""], [""Cedrus libani"", ""Q61105"", ""CEULI""], [""Pinus echinata"", ""Q3237846"", ""PIUEC""]]","[1425, 1445, 1411, 1393, 1451, 1407, 1439, 1392, 1420, 1391, 1454, 1406, 1402, 1460, 1380, 1417, 1458, 69, 1431, 1382, 1386, 1453, 1422, 1438, 1426, 1385, 1436, 1456, 1383, 1444, 1437, 1430, 1388, 1442, 1421, 1379, 1446, 1434, 1427, 1463, 1384, 1462, 1401, 1440, 1387, 1447, 1381, 1389, 1457, 386, 388, 1398]","[[""Q10853743"", ""Q10853743""], [""Brown spot needle blight""]]"
434,9,743,Mycosphaerella pini,Q10591438,SCIRPI,"[[""Pinus nigra"", ""Q145954"", ""PIUNI""], [""Pinus heldreichii"", ""Q460531"", ""PIUHE""], [""Pinus torreyana"", ""Q2746149"", ""PIUTO""], [""Pinus jeffreyi"", ""Q251370"", ""PIUJE""], [""Pinus densiflora"", ""Q1044186"", ""PIUDE""], [""Pinus halepensis"", ""Q211457"", ""PIUHA""], [""Picea sitchensis"", ""Q147426"", ""PIESI""], [""Pinus ponderosa"", ""Q460523"", ""PIUPO""], [""Pinus sabiniana"", ""Q2473331"", ""PIUSA""], [""Pinus sibirica"", ""Q774829"", ""PIUSB""], [""Pinus tecunumanii"", ""Q3308344"", ""PIUTC""], [""Pinus contorta var. latifolia"", ""PIUCT""], [""Pinus muricata"", ""Q866150"", ""PIUMR""], [""Pinus thunbergii"", ""Q854884"", ""PIUTH""], [""Abies alba"", ""Q146992"", ""ABIAL""], [""Pinophyta"", ""Q132825"", ""1PINP""], [""Pinus brutia"", ""Q628329"", ""PIUBR""], [""Pinus sylvestris"", ""Q133128"", ""PIUSI""], [""Pinus maximinoi"", ""Q137010"", ""PIUMX""], [""Pinus pinea"", ""Q106094"", ""PIUPN""], [""Pinus nigra subsp. laricio"", ""Q3905334"", ""PIUNL""], [""Pinus cembra"", ""Q147278"", ""PIUCE""], [""Pinus pinaster"", ""Q271582"", ""PIUPL""], [""Pinus strobus"", ""Q157230"", ""PIUST""], [""Pinus canariensis"", ""Q756191"", ""PIUCA""], [""Pinus flexilis"", ""Q594993"", ""PIUFL""], [""Pinus radiata"", ""Q748888"", ""PIURA""], [""Pinus wallichiana"", ""Q747652"", ""PIUWA""], [""Pinus oocarpa"", ""Q2744076"", ""PIUOO""], [""Pinus contorta"", ""Q165091"", ""PIUCN""], [""Pinus patula"", ""Q134804"", ""PIUPT""], [""Pinus mugo"", ""Q147475"", ""PIUMU""], [""Pinus monophylla"", ""Q583885"", ""PIUMP""], [""Pinus attenuata"", ""Q2703208"", ""PIUAT""], [""Pinus albicaulis"", ""Q761480"", ""PIUAB""], [""Pinus gerardiana"", ""Q3285379"", ""PIUGE""], [""Pinus pungens"", ""Q3087592"", ""PIUPG""], [""Pinus kesiya"", ""Q1939271"", ""PIUKE""], [""Pinus nigra subsp. pallasiana"", ""Q4429482"", ""PIUNP""], [""Abies balsamea"", ""Q428023"", ""ABIBA""], [""Cedrus deodara"", ""Q146935"", ""CEUDE""], [""Pinus pumila"", ""Q243964"", ""PIUPU""], [""Pseudotsuga menziesii"", ""Q156687"", ""PSTME""], [""Pinus caribaea"", ""Q2900918"", ""PIUCB""], [""Larix decidua"", ""LAXDE""], [""Pinus elliottii"", ""Q1249109"", ""PIUEL""], [""Pinus mugo subsp. uncinata"", ""Q123095642"", ""PIUUN""], [""Pinus peuce"", ""Q146021"", ""PIUPE""], [""Pinus elliottii var. densa"", ""Q24692854"", ""PIUDN""], [""Pinus arizonica"", ""Q2703215"", ""PIUPR""], [""Pinus banksiana"", ""Q806838"", ""PIUBN""], [""Pinus coulteri"", ""Q1137001"", ""PIUCO""], [""Abies concolor"", ""Q145939"", ""ABICO""], [""Picea abies"", ""Q145992"", ""PIEAB""], [""Pinus nigra subsp. dalmatica"", ""Q49621833"", ""PIUND""], [""Pinus nigra subsp. salzmannii"", ""Q20722203"", ""PIUNS""], [""Pinus aristata"", ""Q936888"", ""PIUAI""], [""Cedrus atlantica"", ""Q623489"", ""CEUAT""], [""Cedrus libani"", ""Q61105"", ""CEULI""]]","[1425, 1409, 1461, 1411, 1393, 1407, 1371, 1439, 1449, 1450, 1457, 1391, 1420, 1460, 105, 69, 1382, 1453, 1422, 1438, 1426, 1385, 1436, 1456, 1383, 1403, 1444, 1464, 1430, 1388, 1442, 1421, 1419, 1379, 1376, 1404, 1433, 1412, 1427, 106, 387, 1443, 1576, 1384, 1047, 1401, 1462, 1432, 1394, 1440, 1381, 1389, 108, 1362, 1424, 1428, 1377, 386, 388]","[[""Dothistroma needle blight""], [""red band needle blight"", ""Q11176055""], [""Q12028087"", ""Q12028087""]]"
435,8,998,Sclerotinia sclerotiorum,Q2165315,SCLESC,"[[""Daucus carota subsp. sativus"", ""Q11678009"", ""DAUCS""], [""Solanum tuberosum"", ""Q10998"", ""SOLTU""], [""Asparagus"", ""Q2853420"", ""ASPOF""]]","[683, 1866, 259]","[[""Watery soft rot""], [""Cottony rot""]]"
436,8,999,Botryotinia squamosa,Q10433870,SCLESQ,"[[""Allium cepa"", ""Q23485"", ""ALLCE""], [""Allium"", ""Q49391"", ""1ALLG""]]","[178, 4]","[[""Small sclerotial neck rot""]]"
437,8,1000,Dumontinia tuberosa,Q529191,SCLETU,[],[],"[[""Q130565135"", ""Q130565135""]]"
438,8,1003,Athelia rolfsii,Q148911,SCLORO,"[[""Chrysanthemum"", ""Q59882"", ""CHYIN""], [""Hordeum vulgare"", ""Q11577"", ""HORVX""], [""Dahlia pinnata"", ""Q1549236"", ""DAHPI""], [""Ipomoea batatas"", ""Q37937"", ""IPOBA""], [""Lactuca sativa"", ""Q83193"", ""LACSA""], [""Camellia sinensis"", ""Q101815"", ""CAHSI""], [""Aguacate"", ""Q37153"", ""PEBAM""], [""Hydrangea"", ""Q155997"", ""1HYEG""], [""Brassicaceae"", ""Q156888"", ""1CRUF""], [""Dianthus caryophyllus"", ""Q158984"", ""DINCA""], [""Malus"", ""Q104819"", ""1MABG""], [""Capsicum"", ""Q201959"", ""1CPSG""], [""Cucurbitaceae"", ""Q8314"", ""1CUCF""], [""Lens culinaris"", ""Q131226"", ""LENCU""], [""Solanum tuberosum"", ""Q10998"", ""SOLTU""], [""Cajanus cajan"", ""Q632559"", ""CAJCA""], [""Fabaceae"", ""Q44448"", ""1LEGF""], [""Allium"", ""Q49391"", ""1ALLG""], [""Trifolium pratense"", ""Q156635"", ""TRFPR""], [""Daucus carota subsp. sativus"", ""Q11678009"", ""DAUCS""], []]","[12, 961, 674, 996, 1033, 341, 1306, 51, 22, 711, 58, 20, 29, 1060, 1866, 342, 56, 4, 1963, 683]","[[""Seedling blight"", ""Q98782918""], [""Sclerotial blight""], [""Southern blight""], [""Collar rot""]]"
439,9,634,Sugarcane mosaic virus,Q7634971,SCMV00,"[[""Sorghum bicolor"", ""Q332062"", ""SORVU""], [""Saccharum officinarum"", ""Q3391243"", ""SACOF""], [""Stenotaphrum secundatum"", ""Q3321826"", ""STPSE""], [""Panicum miliaceum"", ""Q165196"", ""PANMI""], [""Sorghum x almum"", ""SORAL""], [""Setaria viridis"", ""Q163052"", ""SETVI""], [""Zea mays"", ""Q11575"", ""ZEAMX""], [""Cymbopogon winterianus"", ""Q11107842"", ""CYGWI""], [""Canna sp."", ""CNNSS""], [""Sorghum halepense"", ""Q858360"", ""SORHA""], [""Cymbopogon nardus"", ""Q691698"", ""CYGNA""], [""Eleusine indica"", ""Q1148930"", ""ELEIN""], [""Cucurbita moschata"", ""Q160571"", ""CUUMO""], [""Setaria italica"", ""Q161211"", ""SETIT""]]","[1882, 1745, 1910, 1285, 1880, 1803, 2088, 649, 509, 1881, 648, 771, 613, 1799]","[[""Sugarcane mosaic"", ""Q11903409""]]"
440,9,1004,Scolytus multistriatus,Q120735,SCOLMU,"[[""Ulmus minor"", ""Q147487"", ""ULMMI""], [""Prunus"", ""Q190545"", ""1PRNG""], [""Ulmus"", ""Q131113"", ""1ULMG""]]","[1993, 73, 95]","[[""Dutch elm disease"", ""Q845598""]]"
441,9,1004,Scolytus scolytus,Q1549055,SCOLSC,"[[""Ulmus minor"", ""Q147487"", ""ULMMI""], [""Ulmus"", ""Q131113"", ""1ULMG""]]","[1993, 95]","[[""Dutch elm disease"", ""Q845598""]]"
