,level,parent,name,q,eppo,hosts,corr_deseases
313,9,912,Epicoccum nigrum,Q5382591,PHOMEC,"[('Oryza sativa', 'Q161426', 'ORYSA')]","[('Red blotch of grains',)]"
314,9,757,Phoma exigua var. linicola,Q7187117,PHOMEL,"[('Linum usitatissimum', 'Q45108', 'LIUUT')]","[('Q117035937', 'Q117035937')]"
315,9,1,Phoma medicaginis,Q7187125,PHOMME,[],"[('Q128479490', 'Q128479490')]"
316,9,913,Phomopsis,Q374386,PHOPSP,[],"[('Phomopsis dieback', 'Q111191700')]"
317,8,914,Phragmidium bulbosum,Q10628567,PHRABU,[],"[('rose rust', 'Q27105774')]"
318,8,914,Phragmidium mucronatum,Q7188038,PHRAMU,"[('Rosa', 'Q34687', '1ROSG')]","[('rose rust', 'Q27105774'), ('rust', 'Q4273292')]"
319,8,914,Phragmidium rubi-idaei,Q7188039,PHRARU,[],"[('raspberry yellow rust', 'Q41166122')]"
320,8,914,Phragmidium tuberculatum,Q10628591,PHRATU,[],"[('rose rust', 'Q27105774')]"
321,9,915,Phaeosphaeria maydis,,PHSPMA,"[('Zea mays', 'Q11575', 'ZEAMX')]","[('Phaeosphaeria leaf spot',)]"
322,6,919,Physoderma alfalfae,Q7189758,PHYDAL,"[('Medicago sativa', 'Q156106', 'MEDSA')]","[('Crown wart',)]"
323,6,919,Physoderma trifolii,Q7189760,PHYDTR,"[('Trifolium pratense', 'Q156635', 'TRFPR')]","[('Leaf gall',)]"
324,8,920,Phyllactinia guttata,Q7188494,PHYLGU,"[('Corylus', 'Q145889', '1CYLG'), ('Acer pseudoplatanus', 'Q156944', 'ACRPP'), ('Rhododendron', 'Q189393', 'RHOPO'), ('Azalea', 'Q5986917', '1RHOG')]","[('Powdery mildew',)]"
325,8,921,Lasiodiplodia theobromae,Q6493323,PHYORH,"[('Solanum melongena', 'Q7540', 'SOLME'), ('Cocos nucifera', 'Q13187', 'CCNNU'), ('Capsicum annuum', 'Q1380', 'CPSAN'), ('Plukenetia volubilis', 'Q958569', 'PKZVO'), ('Vitis vinifera', 'Q30046', 'VITVI'), ('Bruguiera gymnorhiza', 'Q15386544', 'BUGGY'), ('Dioscorea', 'Q71549', '1DIUG'), ('Allium', 'Q49391', '1ALLG'), ('Persea americana', 'PEBAM'), ('Tectona grandis', 'Q156938', 'TCTGR'), ('Mangifera indica', 'Q3919027', 'MNGIN'), ('Carica papaya', 'Q34887', 'CIAPA'), ('Koelreuteria paniculata', 'Q844835', 'KOTPA'), ('Poinsettia', 'Q15711519', 'EPHPU'), ('Paulownia elongata', 'Q7155341', 'PAZEL'), ('Theobroma cacao', 'THOCA'), ('Cucumis melo', 'CUMME'), ('Citrus', 'Q81513', '1CIDG'), ('Vaccinium corymbosum', 'Q468695', 'VACCO'), ('Ananas comosus', 'Q1493', 'ANHCO'), ('Anacardium occidentale', 'ANAOC'), ('Gossypium hirsutum', 'Q133481', 'GOSHI')]","[('Boll rot',), ('Dieback',), ('Stem-end rot',)]"
326,9,923,Physalospora vaccinii,Q10630936,PHYOVA,"[('Vaccinium oxycoccos', 'Q374399', 'VACOX')]","[('Blotch rot',)]"
327,7,12,Phytoplasma mali,Q3901767,PHYPMA,"[('Dahlia hybrids', 'DAHHY'), ('Prunus armeniaca', 'Q37453', 'PRNAR'), ('Prunus salicina', 'Q1250033', 'PRNSC'), ('Malus halliana', 'Q1571895', 'MABHA'), ('Convolvulus arvensis', 'Q111346', 'CONAR'), ('Malus x micromalus', 'MABMI'), ('Malus baccata', 'Q1743596', 'MABBA'), ('Punica granatum', 'PUNGR'), ('Malus fusca', 'Q2564409', 'MABFU'), ('Crataegus monogyna', 'Q161511', 'CSCMO'), ('Pyrus communis', 'Q146281', 'PYUCO'), ('Malus domestica', 'Q18674606', 'MABSD'), ('Forsythia suspensa', 'Q1275024', 'FOSSU'), ('Viburnum lantana', 'Q158508', 'VIBLA'), ('Malus spectabilis', 'Q1074153', 'MABSP'), ('Malus x zumi', 'MABZU'), ('Vitis vinifera', 'Q30046', 'VITVI'), ('Malus x adstringens', 'MABAD'), ('Malus x moerlandsii', 'MABMO'), ('Nicotiana quadrivalvis', 'Q7030548', 'NIOBI'), ('Corylus avellana', 'Q124969', 'CYLAV'), ('Quercus rubra', 'Q147525', 'QUERU'), ('Spiraea x vanhouttei', 'SPVVH'), ('Malus kansuensis', 'Q1937366', 'MABKA'), ('Malus x purpurea', 'MABPU'), ('Malus x scheideckeri', 'MABSH'), ('Quercus robur', 'Q109642758', 'QUERO'), ('Malus x soulardii', 'MABSO'), ('Malus sylvestris', 'Q47161', 'MABSY'), ('Malus x magdeburgensis', 'MABMA'), ('Prunus avium', 'Q165137', 'PRNAV'), ('Malus prunifolia', 'Q738571', 'MABPF'), ('Nicotiana benthamiana', 'Q3024956', 'NIOBE'), ('Malus hupehensis', 'Q1712421', 'MABHU'), ('Malus x atrosanguinea', 'MABAT'), ('Catharanthus roseus', 'Q161093', 'CTURO'), ('Nicotiana occidentalis', 'Q7030543', 'NIOOC'), ('Carpinus betulus', 'Q55743395', 'CIPBE'), ('Malus floribunda', 'Q1683370', 'MABFB'), ('Malus sargentii', 'Q4992558', 'MABSA'), ('Solanum lycopersicum', 'LYPES'), ('Pyrus pyrifolia', 'Q838963', 'PYUPY'), ('Ribes sp.', 'RIBSS'), ('Nicotiana clevelandii', 'Q7030541', 'NIOCL'), ('Nicotiana tabacum', 'Q181095', 'NIOTA'), ('Malus toringoides', 'Q1023519', 'MABTG'), ('Prunus persica', 'Q13189', 'PRNPS'), ('Apium graveolens', 'Q28298', 'APUGV'), ('Lilium hybrids', 'LILHY'), ('Prunus domestica', 'Q44120', 'PRNDO')]","[('apple proliferation', 'Q135277')]"
328,7,12,Phytoplasma pruni,Q63348866,PHYPPN,"[('Prunus avium', 'Q165137', 'PRNAV'), ('Prunus cerasus', 'Q131517', 'PRNCE'), ('Prunus dulcis', 'Q39918', 'PRNDU'), ('Medicago polymorpha', 'Q164772', 'MEDPO'), ('Prunus salicina', 'Q1250033', 'PRNSC'), ('Catharanthus roseus', 'Q161093', 'CTURO'), ('Apium graveolens', 'Q28298', 'APUGV'), ('Prunus persica', 'Q13189', 'PRNPS'), ('Prunus emarginata', 'Q591062', 'PRNEM'), ('Prunus pensylvanica', 'Q2707920', 'PRNPE'), ('Prunus persica var. nucipersica', 'Q3408651', 'PRNPN'), ('Trifolium sp.', 'TRFSS'), ('Prunus virginiana', 'Q162829', 'PRNVG')]","[('Cherry X Disease', 'Q17083372')]"
329,7,12,Phytoplasma prunorum,Q3901770,PHYPPR,"[('Prunus avium', 'Q165137', 'PRNAV'), ('Cynodon dactylon', 'CYNDA'), ('Prunus domestica subsp. insititia', 'PRNDT'), ('Prunus dulcis', 'Q39918', 'PRNDU'), ('Prunus armeniaca', 'Q37453', 'PRNAR'), ('Prunus cerasifera', 'Q146951', 'PRNCF'), ('Prunus', 'Q9063477', '1PRNG'), ('Prunus salicina', 'Q1250033', 'PRNSC'), ('Prunus domestica', 'Q44120', 'PRNDO'), ('Convolvulus arvensis', 'Q111346', 'CONAR'), ('Ribes', 'Q124519607', '1RIBG'), ('Prunus persica', 'Q13189', 'PRNPS'), ('Prunus spinosa', 'Q129018', 'PRNSN'), ('Prunus mahaleb', 'Q161920', 'PRNMH')]","[('European stone fruit yellows', 'Q109023667')]"
330,7,12,Phytoplasma pyri,Q3901771,PHYPPY,"[('Prunus avium', 'Q165137', 'PRNAV'), ('Pyrus pyrifolia', 'Q838963', 'PYUPY'), ('Prunus dulcis', 'Q39918', 'PRNDU'), ('Pyrus betulifolia', 'Q9281564', 'PYUBE'), ('Pyrus ussuriensis', 'Q13172138', 'PYUUS'), ('Catharanthus roseus', 'Q161093', 'CTURO'), ('Ribes nigrum', 'Q146604', 'RIBNI'), ('Ribes rubrum', 'Q146661', 'RIBRU'), ('Prunus persica', 'Q13189', 'PRNPS'), ('Pyrus communis', 'Q146281', 'PYUCO'), ('Pyrus calleryana', 'Q3079266', 'PYUCA'), ('Cydonia oblonga', 'Q43300', 'CYDOB')]","[('pear decline', 'Q865794')]"
331,7,12,Phytoplasma rubi,Q63348854,PHYPRU,"[('Rosa canina', 'Q146066', 'ROSCN'), ('Rubus idaeus', 'Q12252383', 'RUBID'), ('Rubus fruticosus', 'Q13541716', 'RUBFR'), ('Rubus', 'Q602740', '1RUBG')]","[('Rubus stunt', 'Q22675219')]"
332,7,12,Candidatus Phytoplasma sacchari,Q106128039,PHYPSA,[],"[('Sugarcane Grassy Shoot Disease', 'Q7634970')]"
333,9,926,Phyllachora graminis,Q7188486,PHYRGR,"[('Triticum durum', 'Q618324', 'TRZDU')]","[('tar spot', 'Q2400155')]"
334,9,926,Phyllachora gratissima,Q7188485,PHYRGT,"[('Aguacate', 'Q37153', 'PEBAM')]","[('tar spot', 'Q2400155')]"
335,9,926,Phyllachora musicola,Q7188482,PHYRMU,"[('Musa', 'Q8666090', '1MUBG')]","[('Black cross',)]"
336,9,869,Phoma ajacis,Q10628074,PHYSAJ,[],"[('Q14567720', 'Q14567720')]"
337,8,13,Phyllosticta cavendishii,Q108202589,PHYSCA,[],"[('Banana freckle', 'Q20683862')]"
338,8,13,Phyllosticta coffeicola,Q7189391,PHYSCO,"[('Coffea', 'Q156354', '1COFG')]","[('Leaf spot',)]"
339,8,13,Phyllosticta musarum,Q108207412,PHYSMU,[],"[('Banana freckle', 'Q20683862')]"
340,7,14,Phytophthora agathidicida,Q46956896,PHYTAG,[],"[('Kauri dieback', 'Q110421105')]"
341,7,14,Phytophthora citricola,Q7189815,PHYTCI,"[('Humulus lupulus', 'Q104212', 'HUMLU')]","[('Black root rot',)]"
342,7,14,Phytophthora cinnamomi,Q2711566,PHYTCN,"[('Castanea sativa', 'Q22699', 'CSNSA'), ('Acer oliverianum', 'Q3205552', 'ACROL'), ('Ericaceae', 'Q17128757', '1ERIF'), ('Cupressaceae', 'Q146037', '1CUPF'), ('Symplocos sp.', 'SYSSS'), ('Eucalyptus globulus', 'Q159528', 'EUCGL'), ('Cinnamomum burmannii', 'CINBU'), ('Persea americana', 'PEBAM'), ('Platanus x hispanica', 'PLTHY'), ('Ficus carica', 'Q36146', 'FIUCA'), ('Panax ginseng', 'Q182881', 'PNXGI'), ('Quercus suber', 'Q156137', 'QUESU'), ('Quercus glauca', 'Q714124', 'QUEGU'), ('Rhododendron hybrids', 'RHOHY'), ('Castanea mollissima', 'Q699584', 'CSNMO'), ('Araucaria araucana', 'Q158780', 'ARUAR'), ('Juglans regia', 'IUGRE'), ('Pinaceae', 'Q101680', '1PINF'), ('Prunus dulcis', 'Q39918', 'PRNDU'), ('Vaccinium corymbosum', 'Q468695', 'VACCO'), ('Ananas comosus', 'Q1493', 'ANHCO'), ('Kalmia latifolia', 'Q1235131', 'KAMLA'), ('Quercus', 'Q17508763', '1QUEG'), ('Cinnamomum verum', 'CINZE'), ('Fagus sylvatica', 'Q55743444', 'FAUSY'), ('Lupinus luteus', 'Q159751', 'LUPLU')]","[('Phytophthora root rot', 'Q25381340')]"
343,7,14,Phytophthora drechsleri,Q1354553,PHYTDR,"[('Cucurbitaceae', 'Q8314', '1CUCF')]","[('Root rot', 'Q1442077')]"
344,7,14,Phytophthora fragariae,Q7189817,PHYTFR,"[('Rubus x loganobaccus', 'RUBLO'), ('Fragaria x ananassa', 'FRAAN')]","[('red stele', 'Q107264214')]"
345,7,14,Phytophthora infestans,Q149072,PHYTIN,"[(), ('Solanum tuberosum', 'Q10998', 'SOLTU')]","[('tomato late  blight', 'Q1747779'), ('Late blight',), ('late blight of potato', 'Q18587030')]"
346,7,14,Phytophthora megasperma,Q3061914,PHYTME,"[('Brassica napus', 'Q177932', 'BRSNN')]","[('Q109044140', 'Q109044140'), ('Root rot', 'Q1442077')]"
347,7,932,Plasmodiophora brassicae,Q1378682,PLADBR,"[('Cardamine hirsuta', 'Q157926', 'CARHI'), ('Raphanus sativus', 'Q7224565', 'RAPSR'), ('Brassica', 'Q58677', '1BRSG'), ('Brassicaceae', 'Q156888', '1CRUF'), ('Brassica napus', 'Q125526553', 'BRSNN'), ('Brassica oleracea var. gongylodes', 'BRSOG')]","[('Clubroot', 'Q101095067')]"
348,7,933,Plasmopara crustosa,,PLASCR,"[('Daucus carota subsp. sativus', 'Q11678009', 'DAUCS')]","[('downy mildew', 'Q1394849')]"
349,7,933,Plasmopara halstedii,Q3906344,PLASHA,"[('Helianthus annuus', 'Q171497', 'HELAN'), ('Cineraria', 'Q2360058', 'SENCR'), ('Ageratum houstonianum', 'Q280807', 'AGEHO'), ('Artemisia dracunculus', 'ARTDR'), ('Helianthus', 'Q26949', '1HELG'), ('Asteraceae', 'Q25400', '1COMF'), ('Helianthus annuus', 'HELAN'), ('Coreopsis grandiflora', 'Q1319071', 'CRLGR'), ('Gerbera jamesonii', 'Q746928', 'GEBJA'), ('Rudbeckia fulgida', 'Q450250', 'RUDFU'), ('Xanthium strumarium', 'Q857159', 'XANST'), ('Helianthus tuberosus', 'HELTU')]","[('downy mildew', 'Q1394849')]"
350,7,933,Plasmopara obducens,Q7201992,PLASOB,"[('Impatiens noli-tangere', 'Q158748', 'IPANT'), ('Impatiens New Guinea hybrids', 'IPANG'), ('Impatiens walleriana', 'IPAWA'), ('Impatiens balsamina', 'Q845019', 'IPABA'), ('Impatiens', 'Q141672', '1IPAG')]","[('downy mildew', 'Q1394849')]"
351,7,933,Plasmopara viticola,Q622010,PLASVI,"[('Vitis', 'Q191019', '1VITG')]","[('downy mildew', 'Q1394849')]"
352,9,934,Stemphylium vesicarium,Q146566,PLEOAL,"[('Asparagus', 'Q2853420', 'ASPOF')]","[('Stemphylium leaf blight', 'Q130266331'), ('Purple spot',)]"
353,9,936,Pleospora betae,Q7204610,PLEOBJ,"[('Spinacia oleracea', 'Q81464', 'SPQOL'), ('Chenopodium quinoa', 'Q139925', 'CHEQU'), ('Beta vulgaris', 'Q165191', 'BEAVX')]","[('Q128476243', 'Q128476243')]"
354,6,937,Polyscytalum pustulans,Q771926,PLSCPU,"[('Solanum tuberosum', 'Q10998', 'SOLTU'), ('Solanum tuberosum', 'SOLTU')]","[('Skin spot',), ('Q127162674', 'Q127162674')]"
355,9,640,Prunus necrotic ringspot virus,Q7253108,PNRSV0,"[('Prunus cerasoides', 'Q150149', 'PRNCS'), ('Prunus armeniaca', 'Q37453', 'PRNAR'), ('Prunus cerasifera', 'Q146951', 'PRNCF'), ('Prunus salicina', 'Q1250033', 'PRNSC'), ('Malus domestica', 'Q18674606', 'MABSD'), ('Rosa sp.', 'ROSSS'), ('Prunus caroliniana', 'Q501671', 'PRNCL'), ('Prunus spinosa', 'Q129018', 'PRNSN'), ('Prunus avium', 'Q165137', 'PRNAV'), ('Prunus cerasus', 'Q131517', 'PRNCE'), ('Morus rubra', 'Q1520764', 'MORRU'), ('Morus alba', 'Q28919841', 'MORAL'), ('Humulus lupulus', 'Q104212', 'HUMLU'), ('Prunus persica var. nucipersica', 'Q3408651', 'PRNPN'), ('Prunus dulcis', 'Q39918', 'PRNDU'), ('Prunus serotina', 'Q158987', 'PRNSO'), ('Prunus persica', 'Q13189', 'PRNPS'), ('Rosa multiflora', 'Q133617', 'ROSMU'), ('Prunus domestica', 'Q44120', 'PRNDO')]","[('chlorotic necrotic ring spot of prunus', 'Q114554380'), ('Prunus Necrotic Ringspot disease', 'Q12425220')]"
356,7,938,Pantoea stewartii,Q7615691,PNTOST,[],"[(""Stewart's wilt"", 'Q115612371')]"
357,8,939,Podosphaera clandestina,Q7207070,PODOCL,"[('Prunus persica', 'Q13189', 'PRNPS')]","[('Powdery mildew',)]"
358,8,939,Podosphaera leucotricha,Q2315947,PODOLE,"[('Prunus persica', 'Q13189', 'PRNPS'), ('Malus', 'Q104819', '1MABG')]","[('Powdery mildew',)]"
359,8,939,Podosphaera myrtillina,Q10635271,PODOMY,"[('Vaccinium vitis-idaea', 'Q93235', 'VACVI')]","[('Powdery mildew',)]"
360,8,939,Podosphaera tridactyla,Q7207073,PODOTR,"[('Prunus amygdalus', 'Q15545507', 'PRNDU')]","[('Powdery mildew',)]"
361,8,939,Podosphaera xanthii,Q7207076,PODOXA,"[('Helianthus annuus', 'Q171497', 'HELAN'), ('Cucurbitaceae', 'Q8314', '1CUCF'), ('Verbena', 'Q165290', 'VEBOF')]","[('Powdery mildew',)]"
362,9,665,Plum pox virus,Q1788571,PPV000,"[('Prunus armeniaca', 'Q37453', 'PRNAR'), ('Prunus cerasifera', 'Q146951', 'PRNCF'), ('Prunus triloba', 'Q2727171', 'PRNTR'), ('Prunus salicina', 'Q1250033', 'PRNSC'), ('Prunus curdica', 'PRNCU'), ('Prunus besseyi', 'Q15624054', 'PRNBE'), ('Prunus laurocerasus', 'Q157508', 'PRNLR'), ('Prunus sibirica', 'Q964938', 'PRNSB'), ('Prunus maritima', 'Q2081045', 'PRNMR'), ('Prunus mahaleb', 'Q161920', 'PRNMH'), ('Prunus incisa', 'Q3269605', 'PRNIC'), ('Prunus x cistena', 'PRNCI'), ('Prunus americana', 'Q469524', 'PRNAM'), ('Prunus pumila', 'Q1249454', 'PRNPU'), ('Prunus simonii', 'Q3017242', 'PRNSI'), ('Prunus japonica', 'Q1771825', 'PRNJP'), ('Prunus spinosa', 'Q129018', 'PRNSN'), ('Prunus avium', 'Q165137', 'PRNAV'), ('Prunus nigra', 'Q2724971', 'PRNNI'), ('Prunus cerasus', 'Q131517', 'PRNCE'), ('Prunus domestica subsp. insititia', 'PRNDT'), ('Prunus glandulosa', 'Q149743', 'PRNGL'), ('Prunus x blireana', 'PRNBL'), ('Prunus mandshurica', 'Q854093', 'PRNMN'), ('Prunus mume', 'Q157763', 'PRNMM'), ('Prunus dulcis', 'Q39918', 'PRNDU'), ('Prunus serotina', 'Q158987', 'PRNSO'), ('Prunus tomentosa', 'Q627393', 'PRNTO'), ('Tilia', 'Q72740972', '1TILG'), ('Prunus virginiana', 'Q162829', 'PRNVG'), ('Prunus persica', 'Q13189', 'PRNPS'), ('Spiraea sp.', 'SPVSS'), ('Prunus holosericea', 'PRNHL'), ('Prunus brigantina', 'Q3408630', 'PRNBR'), ('Prunus domestica', 'Q44120', 'PRNDO'), ('Prunus serrulata', 'Q165321', 'PRNSL'), ('Prunus domestica subsp. italica', 'PRNDI')]","[('plum pox', 'Q113549221')]"
363,7,940,Peronosclerospora philippinensis,Q15298457,PRSCPH,"[('Saccharum officinarum', 'SACOF'), ('Zea mays', 'Q11575', 'ZEAMX'), ('Sorghum bicolor', 'Q332062', 'SORVU'), ('Zea mays', 'ZEAMX')]","[('Philippine downy mildew',)]"
364,8,941,Tapesia acuformis,Q7684553,PSDCHA,[],"[('Q81081974', 'Q81081974')]"
365,8,941,Oculimacula yallundae,Q7684552,PSDCHE,"[('Poaceae', 'Q43238', '1GRAF')]","[('Q81081974', 'Q81081974')]"
366,7,945,Acidovorax citrulli,Q4674129,PSDMAC,"[('Solanum melongena', 'Q7540', 'SOLME'), ('Cucumis melo', 'CUMME'), ('Benincasa hispida', 'BNCHI'), ('Cucurbitaceae', 'Q8314', '1CUCF'), ('Cucurbita moschata', 'Q160571', 'CUUMO'), ('Cucurbita pepo', 'Q7229863', 'CUUPE'), ('Piper betle', 'Q159532', 'PIPBE'), ('Cucumis sativus', 'Q23425', 'CUMSA'), ('Citrullus lanatus var. citroides', 'CITLC'), ('Solanum lycopersicum', 'LYPES'), ('Lagenaria siceraria', 'Q1277255', 'LGNSI'), ('Citrullus lanatus', 'CITLA'), ('Cucumis melo var. inodorus', 'CUMMI'), ('Cucumis melo var. reticulatus', 'CUMMR')]","[('Bacterial fruit blotch',)]"
367,7,945,Acidovorax avenae,Q25833610,PSDMAV,"[('Saccharum officinarum', 'SACOF'), ('Strelitzia nicolai', 'Q149601', 'STZNI'), ('Zea mays', 'ZEAMX'), ('Oryza sativa', 'Q161426', 'ORYSA'), ('Zea mexicana', 'Q3575050', 'EUHME'), ('Sorghum', 'Q12111', 'SORVU'), ('Canna sp.', 'CNNSS'), ('Camellia sinensis', 'Q101815', 'CAHSI'), ('Zea mays', 'Q11575', 'ZEAMX'), ('Poaceae', 'Q43238', '1GRAF'), ('Panicum miliaceum', 'Q165196', 'PANMI')]","[('Bacterial leaf blight',)]"
368,7,947,Burkholderia cepacia,Q139227,PSDMCE,"[('Allium', 'Q49391', '1ALLG')]","[('Sour skin',)]"
369,7,15,Pseudomonas cichorii,Q7255025,PSDMCI,"[('Cichorium endivia var. latifolia', 'CICEL'), ('Lactuca sativa', 'Q83193', 'LACSA'), ('Nicotiana tabacum', 'Q181095', 'NIOTA'), (), ('Capsicum annuum', 'Q1380', 'CPSAN'), ('Cichorium endivia', 'Q178547', 'CICEN'), ('Solanum lycopersicum', 'LYPES'), ('Ficus benghalensis', 'Q1405636', 'FIUBG'), ('Pinellia ternata', 'Q1258277', 'PINTE'), ('Cichorium endivia var. crispum', 'CICEC'), ('Lactuca sativa', 'LACSA'), ('Perilla frutescens', 'Q1076038', 'PRJFR')]","[('Bacterial blight',), ('Varnish spot',)]"
370,7,15,Pseudomonas fluorescens,Q135292,PSDMFL,"[('Solanum tuberosum', 'Q10998', 'SOLTU')]","[('Pink eye',)]"
371,7,15,Pseudomonas fuscovaginae,Q7255044,PSDMFU,"[('Oryza sativa', 'Q161426', 'ORYSA')]","[('Sheath brown rot',)]"
372,7,15,Pseudomonas rubrisubalbicans,Q21365155,PSDMRU,"[('Sugarcane', 'Q3391243', 'SACOF')]","[('Mottled stripe',)]"
373,7,15,Pseudomonas savastanoi,Q309784,PSDMSN,[],"[('Q11687252', 'Q11687252')]"
374,7,15,Pseudomonas syringae,Q311202,PSDMSX,[],"[('Q11819308', 'Q11819308'), ('bacterial blight of lilac', 'Q12425721'), ('lilac bacterial blight', 'Q56343228'), ('leaf spot of sorghum', 'Q10859907')]"
375,7,948,Pseudoperonospora cannabina,Q7255251,PSPECA,"[('Cannabis sativa', 'Q26726', 'CNISA')]","[('downy mildew', 'Q1394849')]"
376,7,948,Pseudoperonospora cubensis,Q3924916,PSPECU,"[('Cucurbitaceae', 'Q8314', '1CUCF')]","[('downy mildew', 'Q1394849')]"
377,7,948,Pseudoperonospora humuli,Q7255252,PSPEHU,"[('Humulus lupulus', 'Q104212', 'HUMLU')]","[('downy mildew', 'Q1394849')]"
378,7,890,Peronospora sparsa,Q7169462,PSPESR,"[('Rosa', 'Q34687', '1ROSG')]","[('Q112730696', 'Q112730696'), ('downy mildew', 'Q1394849')]"
379,8,950,Pseudopezicula tetraspora,Q7255256,PSPUTE,"[('Vitis', 'Q191019', '1VITG')]","[('Angular leaf scorch',)]"
380,8,951,Pseudopeziza trifolii,Q7255259,PSPZTI,"[('Trifolium pratense', 'Q156635', 'TRFPR')]","[('Common leaf spot',)]"
381,8,951,Pseudopeziza tracheiphila,,PSPZTR,"[('Vitis vinifera', 'Q30046', 'VITVI'), ('Vitis', 'Q191019', '1VITG')]","[('Rotbrenner',)]"
382,8,953,Puccinia allii,Q2116610,PUCCAL,"[('Allium', 'Q49391', '1ALLG'), ('Allium porrum', 'Q21870138', 'ALLPO'), ('Allium sativum', 'ALLSA'), ('Allium cepa', 'Q23485', 'ALLCE')]","[('rust', 'Q4273292')]"
383,8,953,Puccinia antirrhini,Q10646057,PUCCAN,[],"[('Antirrhinum rust', 'Q14565220')]"
384,8,953,Puccinia asparagi,Q7258185,PUCCAS,"[('Asparagus', 'Q2853420', 'ASPOF')]","[('rust', 'Q4273292')]"
385,8,953,Puccinia canaliculata,Q10646092,PUCCCN,"[('Helianthus annuus', 'Q171497', 'HELAN')]","[('rust', 'Q4273292')]"
386,8,953,Puccinia coronata,Q1310367,PUCCCO,"[('Hordeum vulgare', 'Q11577', 'HORVX'), ('Avena sativa', 'Q12104', 'AVESA')]","[('Crown rust',), ('oat and barley crown rust', 'Q56342797')]"
387,8,953,Puccinia distincta,Q10646140,PUCCDI,[],"[('daisy rust', 'Q14565216')]"
388,8,953,Puccinia graminis,Q1342327,PUCCGR,"[('x Mahoberberis', '1MHBG'), ('Avena sativa', 'Q12104', 'AVESA'), ('Berberis', 'Q158503', '1BEBG'), ('Secale cereale', 'Q12099', 'SECCE'), ('Hordeum vulgare', 'Q11577', 'HORVX'), ('Triticum', 'Q12106', '1TRZG')]","[('Stem rust', 'Q100552717'), ('Rust, stem',)]"
389,8,953,Puccinia hordei,Q292264,PUCCHD,"[('Hordeum vulgare', 'Q11577', 'HORVX')]","[('Leaf rust',), ('Barley leaf rust', 'Q6508871')]"
390,8,953,Puccinia helianthi,Q620227,PUCCHE,"[('Helianthus annuus', 'Q171497', 'HELAN')]","[('Rust of sunflower', 'Q51376889'), ('rust', 'Q4273292')]"
391,8,953,Puccinia horiana,Q5114544,PUCCHN,"[('Chrysanthemum', 'Q59882', 'CHYIN'), ('Ajania pacifica', 'Q971214', 'CHYPC'), ('Arctanthemum arcticum', 'Q15585742', 'CHYAR'), ('Chrysanthemum makinoi', 'CHYMK'), ('Ajania shiwogiku var. kinokumiensis', 'DDMSK'), ('Chrysanthemum japonense', 'Q5765951', 'DDMJA'), ('Nipponanthemum nipponicum', 'Q18667454', 'CHYNI'), ('Chrysanthemum x morifolium', 'CHYHO'), ('Leucanthemella serotina', 'Q15548783', 'CHYSR'), ('Chrysanthemum lavandulifolium', 'Q21263416', 'DDMBO'), ('Chrysanthemum zawadskii', 'Q15226886', 'CHYZA'), ('Ajania shiwogiku', 'Q15578903', 'CHYSW'), ('Chrysanthemum indicum', 'Q4157858', 'CHYIN'), ('Chrysanthemum yoshinaganthum', 'Q21263574', 'CHYYO')]","[('White rust',), ('White rust of chrysanthemum', 'Q51001240')]"
392,8,953,Puccinia menthae,Q7258195,PUCCME,"[('Mentha', 'Q47859', '1MENG')]","[('rust', 'Q4273292')]"
393,8,953,Puccinia pittieriana,Q3443292,PUCCPT,"[('Lycianthes radiata', 'Q15530543', 'LYIRA'), ('Solanum tuberosum', 'SOLTU'), ('Solanum nigrum', 'Q146400', 'SOLNI'), ('Solanum verrucosum', 'Q3489213', 'SOLVC'), ('Solanum demissum', 'Q3489182', 'SOLDS'), ('Solanum tuberosum subsp. andigenum', 'SOLAD'), ('Solanum lycopersicum', 'LYPES'), ('Solanum tuberosum', 'Q10998', 'SOLTU')]","[('common potato rust', 'Q130389494'), ('Common rust',)]"
394,8,953,Puccinia purpurea,Q310160,PUCCPU,"[('Sorghum', 'Q12111', 'SORVU')]","[('rust', 'Q4273292')]"
395,8,953,Puccinia polysora,Q2117072,PUCCPY,"[('Zea mays', 'Q11575', 'ZEAMX')]","[('southern corn rust', 'Q120637506'), ('Southern rust',)]"
396,8,953,Puccinia pelargonii-zonalis,Q10646270,PUCCPZ,"[('Geranium', 'Q157211', '1GERG'), ('Pelargonium', 'Q146118', '1PELG'), ('Pelargonium x hortorum', 'PELZO')]","[('rust', 'Q4273292')]"
397,8,953,Puccinia ribesii-caricis,Q10646303,PUCCRC,[],"[('Q100712931', 'Q100712931')]"
398,8,953,Puccinia recondita,Q24268,PUCCRE,[],"[('Puccinia triticina', 'Q100683084'), ('Q100678087', 'Q100678087')]"
399,8,953,Puccinia sorghi,Q1665353,PUCCSO,"[('Zea mays', 'Q11575', 'ZEAMX')]","[('Common rust',)]"
400,8,953,Puccinia substriata,Q2117167,PUCCSU,"[('Pennisetum glaucum', 'Q654332', 'PESGL')]","[('rust', 'Q4273292')]"
401,8,954,Pucciniastrum epilobii,Q1602264,PUCIEP,"[('Fuchsia', 'Q161066', 'FUCHY')]","[('rust', 'Q4273292')]"
402,8,954,Pucciniastrum hydrangeae,Q7258206,PUCIHY,"[('Hydrangea', 'Q155997', '1HYEG')]","[('rust', 'Q4273292')]"
