,level,parent,name,q,eppo
2601,7,2239,Evolvulus,Q2703736,1EVOG
2602,8,2140,Exochorda,Q137339,1EXOG
2603,8,2146,Eysenhardtia,Q942225,1EYDG
2604,8,2132,Euryops,Q3275047,1EYOG
2605,8,2132,Facelis,Q5428479,1FACG
2606,7,2229,Fatsia,,1FATG
2607,7,2148,Fagus,Q25403,1FAUG
2608,8,2164,Feijoa,Q83638494,1FEJG
2609,8,2360,Firmiana,Q427914,1FIRG
2610,7,2348,Ficus,,1FIUG
2611,7,2201,Foeniculum,Q27030,1FOEG
2612,6,2161,Fouquieriaceae,Q1209796,1FOUF
2613,7,2612,Fouquieria,Q133229,1FOQG
2614,7,2438,Forestiera,Q355080,1FORG
2615,7,2438,Forsythia,Q672980,1FOSG
2616,8,2258,Froelichia,Q5505160,1FROG
2617,8,2132,Franseria,,1FRSG
2618,7,2438,Fraxinus,Q128887,1FRXG
2619,7,2411,Fuchsia,,1FUCG
2620,7,2411,Oenothera,Q157658,1OEOG
2621,7,2142,Gardenia,Q740887,1GADG
2622,8,2132,Gaillardia,,1GAIG
2623,7,2142,Galium,Q148633,1GALG
2624,5,2102,Garryales,Q21761,1GARO
2625,6,2624,Garryaceae,Q122844,1GARF
2626,7,2625,Garrya,Q813604,1GARG
2627,8,2132,Galinsoga,Q1075717,1GASG
2628,7,39,Gaylussacia,Q2704451,1GAYG
2629,8,2132,Gazania,Q858999,1GAZG
2630,7,20,Mutisioideae,Q141564,1MUTS
2631,8,2630,Gerbera,Q310654,1GEBG
2632,6,2141,Gelsemiaceae,Q131965,1GELF
2633,7,2632,Gelsemium,Q134232,1GELG
2634,8,2146,Genista,Q156696,1GENG
2635,8,2197,Geum,Q156771,1GEUG
2636,8,2488,Gahnia,Q977615,1GHNG
2637,6,2161,Polemoniaceae,Q157168,1POMF
2638,7,2637,Gilia,,1GIIG
2639,2,2099,Ginkgophyta,Q1241896,1GIKP
2640,3,2639,Ginkgoopsida,Q10788836,1GIKC
2641,4,2640,Ginkgoales,Q835097,1GIKO
2642,5,2641,Ginkgoaceae,,1GIKF
2643,6,2642,Ginkgo,,1GIKG
2644,8,2182,Gleditsia,Q161250,1GLIG
2645,8,2146,Gliricidia,Q12549487,1GLRG
2646,8,2146,Glycine,Q311395,1GLXG
2647,7,2166,Viticoideae,Q3823289,1VIXS
2648,8,2647,Gmelina,,1GMEG
2649,8,2132,Gnaphalium,Q41552,1GNAG
2650,7,5,Gomphrenoideae,Q142817,1GMPS
2651,8,2650,Gomphrena,Q1446121,1GOMG
2652,7,2365,Gordonia,,1GORG
2653,5,2120,Proteales,Q21838,1PROO
2654,6,2653,Proteaceae,Q157228,1PROF
2655,7,2654,Grevilleoideae,Q1934685,1GRES
2656,8,2655,Grevillea,Q1545761,1GREG
2657,8,2132,Grindelia,Q2702875,1GRNG
2658,8,2132,Gutierrezia,Q2385155,1GUEG
2659,8,2182,Gymnocladus,Q429179,1GYMG
2660,8,2132,Gynura,Q2336670,1GYUG
2661,6,2180,Haloragaceae,Q157237,1HALF
2662,7,2661,Haloragis,Q2617536,1HAGG
2663,7,2494,Halimium,Q2705310,1HAIG
2664,8,2132,Haplopappus,Q2392615,1HAPG
2665,6,2180,Saxifragaceae,Q2543932,1SAXF
2666,7,2665,Heuchera,Q972663,1HCHG
2667,7,2122,Hydrastidoideae,Q5905589,1HDRS
2668,8,2667,Hydrastis,Q9005595,1HDRG
2669,7,2494,Helianthemum,Q162895,1HEAG
2670,8,2132,Helichrysum,Q28195,1HECG
2671,7,2229,Hedera,,1HEEG
2672,8,2132,Heliopsis,Q2065883,1HEFG
2673,6,2112,Asphodelaceae,Q14554941,1XANF
2674,7,2673,Hemerocallidoideae,Q913145,1HEMS
2675,8,2674,Hemerocallis,Q156275,1HEGG
2676,8,2132,Helenium,Q1632842,1HENG
2677,7,2482,Heliotropium,Q158082,1HEOG
2678,7,2201,Heracleum,Q327106,1HERG
2679,8,2172,Hibiscus,Q157124,1HIBG
2680,8,2132,Pilosella,Q9059678,1QJLG
2681,8,2132,Hieracium,Q16526,1HIEG
2682,8,2204,Hakonechloa,Q2861460,1HKNG
2683,8,2165,Holcus,Q158851,1HOLG
2684,8,2165,Hordeum,Q518044,1HORG
2685,7,2142,Houstonia,,1HOUG
2686,7,2113,Amaryllidoideae,Q150708,1AMYS
2687,8,2686,Hippeastrum,Q757257,1HPSG
2688,7,2171,Byttnerioideae,Q652608,1BYTS
2689,8,2688,Herrania,Q5233116,1HRAG
2690,8,2132,Hypochaeris,Q28202,1HRYG
2691,7,2144,Hyoscyamus,Q158510,1HSYG
2692,8,2132,Heteranthemis,Q9298209,1HTMG
2693,8,2132,Heterotheca,Q970748,1HTTG
2694,7,2407,Humulus,Q158790,1HUMG
2695,8,2253,Hevea,Q2350189,1HVEG
2696,7,2229,Hydrocotyloideae,Q4040859,1HYDS
2697,8,2696,Hydrocotyle,Q158200,1HYDG
2698,6,2198,Hypericaceae,Q158185,1HPRF
2699,7,2698,Hypericum,Q156935,1HYPG
2700,7,2104,Jacaranda,Q311105,1IACG
2701,8,2253,Jatropha,Q152986,1IATG
2702,7,23,Iberis,Q158380,1IBEG
2703,5,2130,Aquifoliales,Q21779,1AQIO
2704,6,2703,Aquifoliaceae,Q674593,1AQIF
2705,7,2704,Ilex,,1ILEG
2706,8,2146,Indigofera,Q310648,1INDG
2707,8,2132,Dittrichia,Q2703089,1DTZG
2708,7,2239,Ipomoea,Q161173,1IPOG
2709,7,2154,Iridoideae,Q6069635,1IRIS
2710,8,2709,Iris,,1IRIG
2711,7,2512,Juglans,Q2453469,1IUGG
2712,6,2103,Acanthaceae,Q53475,1ACAF
2713,7,2712,Acanthoideae,Q822684,1ACAS
2714,8,2713,Justicia,Q2046390,1IUIG
2715,8,2132,Iva,Q4338415,1IVAG
2716,7,39,Kalmia,Q1427635,1KAMG
2717,8,12,Bassia,,1BAFG
2718,8,2140,Kerria,,1KERG
2719,8,2132,Leucophyta,Q16089820,1LHYG
2720,8,2234,Koelreuteria,Q132703,1KOTG
2721,5,2137,Zygophyllales,Q21899,1ZYGO
2722,6,2721,Krameriaceae,,1KRAF
2723,7,2722,Krameria,Q290473,1KRAG
2724,8,2132,Krigia,Q6437019,1KRIG
2725,8,2132,Kuhnia,Q5032625,1KUHG
2726,8,2146,Laburnum,Q147184,1LABG
2727,8,2132,Lactuca,Q578052,1LACG
2728,6,2162,Lythraceae,Q156022,1LYTF
2729,7,2728,Lagerstroemia,Q775229,1LAEG
2730,7,2555,Lantana,,1LANG
2731,8,2183,Lavandula,Q171892,1LAVG
2732,6,71,Larix,,1LAXG
2733,8,2709,Libertia,Q2700376,1LBEG
2734,7,2353,Leucophyllum,Q2702896,1LCPG
2735,8,2167,Leonurus,Q157982,1LECG
2736,8,2164,Leptospermum,Q135621,1LEKG
2737,8,2146,Lens,,1LENG
2738,8,2146,Lespedeza,Q1017395,1LESG
2739,7,23,Lesquerella,,1LEUG
2740,7,30,Lagenaria,Q1995080,1LGNG
2741,8,2146,Retama,Q2699268,1RTAG
2742,7,2148,Notholithocarpus,Q17410244,1NLKG
2743,7,2436,Lindera,,1LIEG
2744,7,2438,Ligustrum,Q753099,1LIGG
2745,6,2116,Plumbaginaceae,Q156141,1PLUF
2746,7,2745,Limonium,Q157375,1LIIG
2747,5,2111,Liliales,Q53478,1LILO
2748,6,2747,Liliaceae,Q53480,1LILF
2749,7,2748,Lilium,,1LILG
2750,7,74,Linaria,,1LING
2751,7,2555,Lippia,Q10514128,1LIPG
2752,6,2180,Altingiaceae,Q131360,1AJGF
2753,7,2752,Liquidambar,Q183543,1LIQG
2754,6,2280,Magnoliaceae,Q120228,1MAGF
2755,7,2754,Liriodendron,Q157236,1LIRG
2756,7,2436,Litsea,Q2261537,1LISG
2757,7,2482,Buglossoides,Q622782,1BUOG
2758,6,2198,Linaceae,Q155951,1LINF
2759,7,2758,Linum,Q161100,1LIUG
2760,6,2116,Aizoaceae,Q156219,1AIZF
2761,7,2760,Ruschioideae,Q1027546,1RSHS
2762,8,2761,Lampranthus,Q159047,1LMPG
2763,7,2135,Lobelioideae,Q1152804,1LOBS
2764,8,2763,Lobelia,Q158182,1LOBG
2765,7,2216,Caprifolioideae,Q16542849,1CPFS
2766,8,2765,Lonicera,Q156047,1LONG
2767,7,2482,Lappula,Q2641622,1LPLG
2768,7,2490,Lamourouxia,,1LRXG
2769,8,2146,Lathyrus,Q157209,1LTHG
2770,8,2132,Liatris,Q1580155,1LTSG
2771,7,2411,Ludwigia,Q158391,1LUDG
2772,7,30,Luffa,Q232909,1LUFG
2773,8,2146,Lupinus,Q156811,1LUPG
2774,7,2436,Laurus,Q21188,1LURG
2775,8,2172,Malva,Q147325,1MALG
2776,7,39,Lyonia,Q2664959,1LYDG
2777,7,2157,Lychnis,,1LYHG
2778,7,2157,Viscaria,Q9338825,1VSKG
2779,7,2144,Lycianthes,Q137549,1LYIG
2780,8,2520,Lysimachia,Q157761,1LYSG
2781,7,2144,Lycium,Q3268411,1LYUG
2782,7,2348,Maclura,Q137091,1MACG
2783,7,2754,Magnolia,Q157017,1MAGG
2784,8,2172,Malvaviscus,Q3237074,1MAIG
2785,8,2183,Origanum,Q205265,1ORIG
2786,7,2186,Mammillaria,Q311120,1MAKG
2787,8,2253,Manihot,Q149056,1MANG
2788,8,2167,Marrubium,Q159392,1MAQG
2789,8,2132,Matricaria,Q27618,1MATG
2790,8,2132,Tripleurospermum,,1TPMG
2791,8,2172,Malvastrum,Q9297443,1MAVG
2792,8,2183,Marsypianthes,Q10326791,1MAXG
2793,7,2436,Machilus,Q6723589,1MCHG
2794,8,2146,Maackia,,1MCKG
2795,7,2490,Melampyrum,Q161626,1MEAG
2796,8,2146,Medicago,Q159549,1MEDG
2797,6,2108,Meliaceae,Q158979,1MELF
2798,7,2797,Melia,Q2703639,1MEIG
2799,7,2157,Silene,,1SILG
2800,8,2146,Melilotus,Q161142,1MEUG
2801,7,2256,Mirabilis,Q158323,1MIBG
2802,8,2182,Mimosa,,1MIMG
2803,8,2226,Mallotus,,1MLLG
2804,8,2479,Melicope,Q2700651,1MLQG
2805,8,2183,Melissa,Q920402,1MLSG
2806,6,2198,Violaceae,Q156060,1VIOF
2807,7,2806,Melicytus,Q1935545,1MLYG
2808,8,2183,Micromeria,Q2306517,1MMJG
2809,8,2273,Mangifera,Q161807,1MNGG
2810,7,39,Menziesia,,1MNIG
2811,8,2358,Manilkara,Q309947,1MNKG
2812,7,2448,Montia,Q160046,1MNTG
2813,6,2177,Loasaceae,Q599518,1LOAF
2814,7,2813,Mentzelia,Q142498,1MNZG
2815,8,2172,Modiola,,1MODG
2816,6,2116,Molluginaceae,Q144259,1MOLF
2817,7,2816,Mollugo,Q2639601,1MOLG
2818,7,2348,Morus,,1MORG
2819,7,2239,Distimake,Q43298598,1DTKG
2820,7,2229,Meryta,Q2598732,1MRYG
2821,7,2139,Mespilus,Q148723,1MSPG
2822,8,2164,Metrosideros,Q1313015,1MTDG
2823,7,23,Matthiola,Q27961,1MTLG
2824,8,2146,Mucuna,Q2574724,1MUCG
2825,7,2353,Myoporum,Q115631,1MYMG
2826,6,2147,Myricaceae,Q843892,1MYIF
2827,7,2826,Myrica,Q133287,1MYRG
2828,8,2164,Myrtus,,1MYVG
2829,8,2164,Ugni,Q138975,1UGIG
2830,7,2127,Nandina,,1NANG
2831,8,2686,Narcissus,Q29465,1NARG
2832,8,2285,Nerium,Q3874774,1NERG
2833,7,2139,Neviusia,Q144383,1NEVG
2834,7,2144,Nicandra,Q3339559,1NICG
2835,7,2144,Nierembergia,Q1702276,1NIEG
2836,7,2144,Nicotiana,Q851829,1NIOG
2837,8,2182,Neptunia,Q3235507,1NPTG
2838,7,2438,Nestegis,Q5413274,1NTGG
2839,7,2485,Nyssa,Q964952,1NYSG
2840,7,2436,Ocotea,Q3305677,1OCOG
2841,8,2132,Olearia,Q291873,1OLRG
2842,7,2438,Olea,,1OLVG
2843,7,2199,Oncoba,Q9052423,1ONKG
2844,7,2482,Lithospermum,Q932776,1LITG
2845,7,2490,Orthocarpus,Q3314224,1ORCG
2846,8,2561,Oryza,Q690633,1ORYG
2847,8,2132,Dimorphotheca,,1DMPG
2848,7,2260,Ostrya,Q605290,1OSTG
2849,7,2438,Osmanthus,Q618810,1OSUG
2850,5,2137,Oxalidales,Q21891,1OXAO
2851,6,2850,Oxalidaceae,Q156544,1OXAF
2852,7,2851,Oxalis,Q157378,1OXAG
2853,7,39,Oxydendrum,,1OXDG
2854,5,2111,Pandanales,Q269303,1PANO
2855,6,2854,Pandanaceae,Q736182,1PANF
2856,7,2855,Pandanus,Q471914,1PADG
2857,8,2204,Megathyrsus,Q21447466,1MGHG
2858,8,2204,Panicum,Q934037,1PANG
2859,6,2180,Paeoniaceae,Q3360397,1PAEF
2860,7,2859,Paeonia,Q147105,1PAOG
2861,8,2295,Papaver,Q146391,1PAPG
2862,6,2198,Passifloraceae,Q157164,1PASF
2863,7,2862,Passiflora,Q161185,1PAQG
2864,7,2201,Petroselinum,Q310933,1PARG
2865,8,2204,Paspalum,Q2333069,1PASG
2866,7,2201,Pastinaca,Q1479657,1PAVG
2867,6,2103,Paulowniaceae,Q1896257,1PAZF
2868,7,2867,Paulownia,Q165173,1PAZG
2869,8,2132,Pachystegia,Q10343411,1PBGG
2870,8,2140,Pseudocydonia,Q21446822,1PDCG
2871,7,2490,Pedicularis,Q129016,1PEAG
2872,7,2436,Persea,Q132039,1PEBG
2873,7,74,Penstemon,Q809265,1PEEG
2874,8,2183,Salvia,Q157151,1SALG
2875,5,2279,Piperales,Q27287,1PIPO
2876,6,2875,Piperaceae,Q156522,1PIPF
2877,7,2876,Peperomia,Q1354632,1PEOG
2878,7,2144,Petunia,Q161103,1PEUG
2879,7,39,Gaultheria,Q1626776,1GAHG
2880,7,2157,Petrocoptis,Q10348998,1PFCG
2881,8,2204,Pentameris,Q3283834,1PFMG
2882,8,2132,Phagnalon,Q2388068,1PGAG
2883,8,2165,Phalaris,Q157573,1PHAG
2884,7,2482,Phacelia,Q133285,1PHCG
2885,7,2178,Philadelphus,Q107394,1PHIG
2886,8,2674,Phormium,Q1639799,1PHMG
2887,8,2140,Heteromeles,,1HTEG
2888,8,2140,Photinia,Q1070845,1PHNG
2889,8,2140,Physocarpus,Q133596,1PHPG
2890,8,2146,Vigna,Q132634,1VIGG
2891,6,2116,Phytolaccaceae,Q156981,1PHYF
2892,7,2891,Phytolacca,Q162075,1PHTG
2893,7,2380,Coryphoideae,Q142846,1CPYS
2894,8,2893,Phoenix,,1PHXG
2895,7,2144,Physalis,Q158663,1PHYG
2896,8,2273,Pistacia,Q35987,1PIAG
2897,8,2146,Pisum,Q144795,1PIBG
2898,6,71,Picea,Q26782,1PIEG
2899,7,2201,Pimpinella,Q588740,1PIMG
2900,8,2187,Pinellia,Q1243951,1PING
2901,7,2876,Piper,,1PIPG
2902,6,71,Pinus,Q12024,1PIUG
2903,8,2226,Plukenetia,Q5226286,1PKZG
2904,7,74,Plantago,Q164686,1PLAG
2905,5,2129,Taxaceae,Q223751,1TAAF
2906,6,2905,Phyllocladus,,1PLDG
2907,8,2152,Plumeria,Q218123,1PLIG
2908,8,2167,Phlomis,Q157874,1PLMG
2909,7,2438,Phillyrea,Q1512683,1PLRG
2910,6,2653,Platanaceae,Q171425,1PLTF
2911,7,2910,Platanus,Q163025,1PLTG
2912,8,2132,Pluchea,Q1930933,1PLUG
2913,8,2136,Platycodon,,1PLXG
2914,7,2229,Panax,,1PNXG
2915,8,2165,Poa,Q157656,1POAG
2916,6,2145,Polygalaceae,Q156360,1POGF
2917,7,2916,Polygala,Q156909,1POGG
2918,7,2581,Polygonoideae,Q1238742,1POLS
2919,8,2918,Polygonum,Q271400,1POLG
2920,8,2918,Persicaria,Q159000,1PRAG
2921,8,2918,Reynoutria,Q2714294,1REYG
2922,7,2199,Populus,Q25356,1POPG
2923,6,2116,Portulacaceae,Q521874,1PORF
2924,7,2923,Portulaca,Q159554,1PORG
2925,7,2637,Phlox,,1POXG
2926,8,2150,Phalaenopsis,Q133897,1PQAG
2927,8,2183,Perilla,,1PRJG
2928,6,2103,Martyniaceae,Q53477,1MANF
2929,7,2928,Proboscidea,,1PROG
2930,5,2268,Hymenoptera,Q22651,1HYMEO
2931,6,2930,Apidae,Q756082,1APIDF
2932,7,2931,Prosopis,Q133422,1PRSSG
2933,8,2212,Parthenocissus,Q157587,1PRTG
2934,8,2164,Psidium,Q320179,1PSIG
2935,8,2146,Psoralea,Q2589982,1PSRG
2936,6,71,Pseudotsuga,Q158771,1PSTG
2937,8,2479,Ptelea,Q612028,1PTAG
2938,5,2318,Dennstaedtiaceae,Q358326,1DENF
2939,6,2938,Pteridium,,1PTEG
2940,8,2197,Dasiphora,Q3917216,1DSRG
2941,8,2197,Drymocallis,Q5309730,1DMKG
2942,8,2197,Potentilla,Q156512,1PTLG
2943,8,2132,Parthenium,Q3236767,1PTNG
2944,6,2200,Pittosporaceae,Q161261,1PITF
2945,7,2944,Pittosporum,Q158896,1PTUG
2946,8,2146,Pueraria,Q133126,1PUEG
2947,7,2728,Punica,Q4959355,1PUNG
2948,8,2172,Pavonia,Q3316083,1PVAG
2949,7,2184,Phryma,Q857944,1PWHG
2950,7,2229,Polyscias,Q2381113,1PYJG
2951,8,2123,Ranunculus,Q146130,1RANG
2952,7,23,Raphanus,Q165507,1RAPG
2953,8,2132,Ratibida,Q5234634,1RATG
2954,7,2142,Richardia,,1RCHG
2955,7,2142,Rudgea,Q3282335,1RDGG
2956,7,2396,Rhamnus,Q79190,1RHAG
2957,7,2396,Frangula,Q79189,1FGLG
2958,8,2918,Rheum,Q7217716,1RHEG
2959,8,2273,Rhus,Q157649,1RHUG
2960,8,2273,Toxicodendron,Q1777115,1TOXG
2961,7,2891,Rivina,Q2714585,1RIVG
2962,8,2146,Robinia,,1ROBG
2963,8,2479,Ruta,Q165250,1RUAG
2964,8,2132,Rudbeckia,Q320510,1RUDG
2965,8,2132,Echinacea,,1ECEG
2966,8,2918,Rumex,,1RUMG
2967,8,2150,Rhynchostylis,Q1300371,1RYSG
2968,8,2204,Saccharum,Q17136949,1SACG
2969,8,2234,Sapindus,Q321451,1SAKG
2970,6,2215,Adoxaceae,Q156677,1ADOF
2971,7,2970,Sambucus,Q131448,1SAMG
2972,8,2576,Triadica,Q143677,1TDCG
2973,7,5,Salsoloideae,Q136782,1SASS
2974,8,2973,Salsola,Q159544,1SASG
2975,7,2157,Saponaria,Q157500,1SAWG
2976,8,2541,Scabiosa,Q147772,1SCBG
2977,7,2166,Scutellarioideae,Q2889855,1SCDS
2978,8,2977,Scutellaria,Q156764,1SCDG
2979,8,2273,Schinus,Q786249,1SCIG
2980,8,2165,Secale,Q7215110,1SECG
2981,7,2181,Hylotelephium,Q132737,1HJOG
2982,7,2181,Sedum,Q156851,1SEDG
2983,6,2103,Pedaliaceae,Q161187,1PEDF
2984,7,2983,Sesamum,Q47334,1SEGG
2985,7,30,Sechium,Q139044,1SEHG
2986,8,2132,Jacobaea,Q2701040,1JACG
2987,8,2132,Pericallis,Q2709984,1PKKG
2988,8,2132,Senecio,Q209596,1SENG
2989,8,2132,Delairea,Q16029211,1DLWG
2990,6,31,Sequoia,Q1975652,1SEQG
2991,8,2204,Setaria,,1SETG
2992,8,2134,Atalantia,Q5555801,1AYAG
2993,7,2365,Schima,,1SHMG
2994,7,2566,Shepherdia,Q247641,1SHPG
2995,8,2172,Malvella,Q9297420,1MVLG
2996,8,2172,Sida,,1SIDG
2997,8,2132,Silphium,Q729352,1SIPG
2998,7,2144,Salpiglossis,Q676731,1SLGG
2999,8,2132,Silybum,Q1521997,1SLYG
3000,7,2125,Monsteroideae,Q5475034,1MNSS
3001,8,3000,Epipremnum,Q1295844,1EPJG
3002,8,2132,Santolina,Q224507,1SNTG
3003,8,2132,Sanvitalia,Q1638845,1SNVG
3004,8,2146,Sophora,Q309213,1SOBG
3005,8,2146,Styphnolobium,Q11815640,1SYWG
3006,8,2132,Sonchus,Q830049,1SONG
3007,8,2132,Solidago,Q212939,1SOOG
3008,8,2132,Soliva,Q5625107,1SOVG
3009,8,2172,Sphaeralcea,Q936759,1SPHG
3010,8,12,Spinacia,Q148968,1SPQG
3011,7,2157,Spergula,Q162766,1SPRG
3012,8,2146,Spartium,Q14566707,1SPUG
3013,8,2140,Spiraea,Q148745,1SPVG
3014,7,2144,Streptosolen,Q3500355,1SROG
3015,8,2146,Strophostyles,Q3313943,1SRTG
3016,7,2436,Sassafras,Q131532,1SSAG
3017,7,2760,Sesuvioideae,Q6126273,1SSVS
3018,8,3017,Sesuvium,Q135024,1SSVG
3019,7,23,Sisymbrium,Q158183,1SSYG
3020,8,2167,Stachys,Q156294,1STAG
3021,7,2157,Stellaria,,1STEG
3022,8,2183,Clinopodium,Q164026,1CLBG
3023,8,2576,Stillingia,Q147720,1STLG
3024,8,2204,Stenotaphrum,Q2191399,1STPG
3025,6,2173,Strelitziaceae,Q147867,1STZF
3026,7,3025,Strelitzia,Q147888,1STZG
3027,7,2365,Stewartia,Q388277,1SWTG
3028,8,2187,Syngonium,Q2448411,1SYNG
3029,7,2438,Syringa,Q157449,1SYRG
3030,6,2161,Symplocaceae,Q588797,1SYMF
3031,7,3030,Symplocos,Q133714,1SYSG
3032,8,2164,Syzygium,Q133290,1SYZG
3033,7,2144,Schizanthus,Q1425929,1SZTG
3034,6,2116,Tamaricaceae,Q161244,1TAMF
3035,7,3034,Tamarix,,1TAAG
3036,6,31,Taxodium,Q147392,1TADG
3037,6,2116,Talinaceae,Q135110,1TALF
3038,7,3037,Talinum,Q138395,1TALG
3039,8,2132,Taraxacum,Q30024,1TARG
3040,8,2647,Tectona,Q9250007,1TCTG
3041,7,2760,Aizooideae,Q5661448,1AIZS
3042,8,3041,Tetragonia,,1TEAG
3043,7,2104,Tecoma,Q2307801,1TECG
3044,8,2146,Tephrosia,Q3236409,1TEPG
3045,7,2166,Ajugoideae,Q12224401,1AIUS
3046,8,3045,Teucrium,Q157714,1TEUG
3047,8,2688,Theobroma,Q162078,1THOG
3048,6,31,Platycladus,Q6078218,1PTZG
3049,8,2183,Thymus,,1THYG
3050,6,2162,Melastomataceae,Q648380,1MESF
3051,7,3050,Tibouchina,Q1035441,1TIBG
3052,8,2709,Tigridia,,1TIGG
3053,8,2132,Tithonia,Q136941,1TITG
3054,8,2136,Triodanis,Q4463141,1TJDG
3055,8,2132,Vogtia,,1VGTG
3056,8,2470,Tradescantia,Q157498,1TRAG
3057,6,2721,Zygophyllaceae,Q155982,1ZYGF
3058,7,3057,Tribulus,,1TRBG
3059,8,2226,Tragia,Q7832628,1TRDG
3060,8,2132,Tragopogon,Q889257,1TROG
3061,6,71,Tsuga,Q739430,1TSUG
3062,7,30,Trichosanthes,Q134496,1TTHG
3063,7,2748,Tulipa,Q93201,1TULG
3064,8,2132,Tussilago,Q2297615,1TUSG
3065,8,2146,Ulex,,1ULEG
3066,7,2436,Umbellularia,Q15933047,1UMBG
3067,8,2234,Ungnadia,Q2666575,1UNGG
3068,6,2138,Urticaceae,Q156332,1URTF
3069,7,3068,Urtica,Q121671,1URTG
3070,7,2555,Glandularia,Q148131,1GLNG
3071,7,2555,Verbena,Q165290,1VEBG
3072,8,2132,Verbesina,Q5189541,1VEEG
3073,7,74,Veronicastrum,Q2658395,1VEKG
3074,8,2132,Vernonia,Q1411311,1VENG
3075,7,2353,Verbascum,Q57051,1VESG
3076,7,2970,Viburnum,Q158492,1VIBG
3077,8,2146,Vicia,Q147337,1VICG
3078,7,2806,Viola,,1VIOG
3079,8,2132,Viguiera,,1VIUG
3080,8,2647,Vitex,,1VIXG
3081,7,2216,Valerianoideae,Q15074600,1VLLS
3082,8,3081,Valerianella,Q161504,1VLLG
3083,8,2306,Vincetoxicum,Q158135,1VNCG
3084,8,2893,Washingtonia,Q158793,1WATG
3085,8,2539,Weigela,Q157840,1WEGG
3086,7,2166,Prosterantheroideae,,1PQTS
3087,8,3086,Westringia,Q3307765,1WESG
3088,8,2146,Wisteria,Q261903,1WSTG
3089,7,2109,Xanthoceratoideae,Q15056364,1XACS
3090,8,3089,Xanthoceras,Q13418151,1XACG
3091,8,2132,Xanthium,Q598601,1XANG
3092,8,2187,Xanthosoma,Q763075,1XATG
3093,7,2208,Zelkova,Q187454,1ZELG
3094,8,2132,Zinnia,Q205106,1ZIIG
3095,7,2396,Ziziphus,Q310492,1ZIPG
3096,8,2561,Zizania,Q831681,1ZIZG
3097,8,2132,Symphyotrichum,Q2629596,1ZMYG
3098,7,30,Siraitia,Q7529905,1ZRTG
