,level,parent,name,q,eppo
1527,9,73,Prunus curdica,,PRNCU
1528,9,73,Prunus domestica subsp. italica,Q1283218,PRNDI
1529,9,73,Prunus domestica,Q44120,PRNDO
1530,9,73,Prunus domestica subsp. insititia,Q4996665,PRNDT
1531,9,73,Prunus amygdalus,Q15545507,PRNDU
1532,9,73,Prunus emarginata,Q591062,PRNEM
1533,9,73,Prunus glandulosa,Q149743,PRNGL
1534,9,73,Prunus holosericea,,PRNHL
1535,9,73,Prunus hortulana,Q3408640,PRNHO
1536,9,73,Prunus hybrids,,PRNHY
1537,9,73,Prunus incisa,Q3269605,PRNIC
1538,9,73,Prunus japonica,Q1771825,PRNJP
1539,9,73,Prunus laurocerasus,Q157508,PRNLR
1540,9,73,Prunus lusitanica,Q1969110,PRNLU
1541,9,73,Prunus mexicana,Q3011509,PRNME
1542,9,73,Prunus mahaleb,Q161920,PRNMH
1543,9,73,Prunus mume,Q157763,PRNMM
1544,9,73,Prunus mandshurica,Q854093,PRNMN
1545,9,73,Prunus maritima,Q2081045,PRNMR
1546,9,73,Prunus munsoniana,Q3408647,PRNMS
1547,9,73,Prunus nigra,Q2724971,PRNNI
1548,9,73,Prunus padus,Q165424,PRNPA
1549,9,73,Prunus pensylvanica,Q2707920,PRNPE
1550,9,73,Prunus persica var. nucipersica,Q3408651,PRNPN
1551,9,73,Prunus persica,Q13189,PRNPS
1552,9,73,Prunus pumila,Q1249454,PRNPU
1553,9,73,Prunus sibirica,Q964938,PRNSB
1554,9,73,Prunus salicina,Q1250033,PRNSC
1555,9,73,Prunus sargentii,Q163039,PRNSG
1556,9,73,Prunus simonii,Q3017242,PRNSI
1557,9,73,Prunus serrulata,Q165321,PRNSL
1558,9,73,Prunus spinosa,Q129018,PRNSN
1559,9,73,Prunus serotina,Q158987,PRNSO
1560,9,73,Prunus serrula,,PRNSR
1561,9,73,Prunus sp.,,PRNSS
1562,9,73,Prunus subhirtella,Q163070,PRNSU
1563,9,73,Prunus tomentosa,Q627393,PRNTO
1564,9,73,Prunus triloba,Q2727171,PRNTR
1565,9,73,Prunus virginiana,Q162829,PRNVG
1566,9,73,Prunus x yedoensis,,PRNYE
1567,9,73,Prunus x sieboldii,,PRNZB
1568,8,2918,Proboscidea louisianica,Q2111569,PROLO
1569,8,2921,Prosopis sp.,,PRSSSP
1570,9,2922,Parthenocissus quinquefolia,Q157968,PRTQU
1571,9,2922,Parthenocissus tricuspidata,Q157979,PRTTR
1572,9,2923,Psidium guajava,Q166843,PSIGU
1573,9,2923,Psidium sp.,,PSISS
1574,9,2295,Arrhenatherum longifolium,Q12208086,PSQLO
1575,9,2924,Psoralea tenuiflora,Q15543309,PSRTE
1576,7,2925,Pseudotsuga menziesii,Q156687,PSTME
1577,9,2926,Ptelea trifoliata,Q1326200,PTATR
1578,7,2928,Pteridium aquilinum,Q213548,PTEAQ
1579,9,2929,Dasiphora fruticosa,Q161169,PTLFR
1580,9,2930,Drymocallis glandulosa,Q15537861,PTLGL
1581,9,2931,Potentilla sp.,,PTLSS
1582,9,2932,Parthenium argentatum,Q536839,PTNAR
1583,9,2932,Parthenium hysterophorus,Q3595850,PTNHY
1584,8,2934,Pittosporum crassifolium,Q15589244,PTUCR
1585,8,2934,Pittosporum eugenioides,Q7199141,PTUEU
1586,8,2934,Pittosporum sp.,,PTUSS
1587,8,2934,Pittosporum tenuifolium,Q160343,PTUTE
1588,8,2934,Pittosporum umbellatum,Q15589723,PTUUM
1589,9,2935,Pueraria montana var. lobata,Q15198502,PUELO
1590,8,2936,Punica granatum,Q13188,PUNGR
1591,9,2937,Pavonia sp.,,PVASS
1592,8,2938,Phryma leptostachya,Q10903857,PWHLE
1593,9,76,Pyracantha crenatoserrata,Q50852323,PYECN
1594,9,76,Pyracantha coccinea,Q159269,PYECO
1595,9,76,Pyracantha sp.,,PYESS
1596,8,2939,Polyscias filicifolia,Q16956859,PYJFI
1597,9,77,Pyrus betulifolia,Q9281564,PYUBE
1598,9,77,Pyrus bourgaeana,Q3285189,PYUBO
1599,9,77,Pyrus calleryana,Q3079266,PYUCA
1600,9,77,Pyrus communis,Q146281,PYUCO
1601,9,77,Pyrus elaeagnifolia,,PYUEL
1602,9,77,Pyrus pyraster,Q149332,PYUPS
1603,9,77,Pyrus pyrifolia,Q838963,PYUPY
1604,9,77,Pyrus x sinkiangensis,Q7263790,PYUSK
1605,9,77,Pyrus spinosa,Q2294122,PYUSP
1606,9,77,Pyrus sp.,,PYUSS
1607,9,77,Pyrus ussuriensis,Q13172138,PYUUS
1608,9,2628,Genista tridentata,Q854115,QEMTR
1609,8,78,Quercus agrifolia,Q514052,QUEAG
1610,8,78,Quercus alba,Q469555,QUEAL
1611,8,78,Quercus acutissima,Q1034859,QUEAS
1612,8,78,Quercus cerris,Q157277,QUECE
1613,8,78,Quercus chrysolepis,Q138446,QUECH
1614,8,78,Quercus coccinea,Q854714,QUECO
1615,8,78,Quercus chapmanii,Q3774513,QUECP
1616,8,78,Quercus dumosa,Q2710410,QUEDU
1617,8,78,Quercus engelmannii,Q3009480,QUEEG
1618,8,78,Quercus ellipsoidalis,Q241698,QUEEL
1619,8,78,Quercus falcata,Q1066116,QUEFC
1620,8,78,Quercus frainetto,Q857075,QUEFR
1621,8,78,Quercus fusiformis,Q3009781,QUEFU
1622,8,78,Quercus serrata,Q847209,QUEGL
1623,8,78,Quercus garryana,Q2029492,QUEGR
1624,8,78,Quercus glauca,Q714124,QUEGU
1625,8,78,Quercus ilex,Q218155,QUEIL
1626,8,78,Quercus imbricaria,Q528713,QUEIM
1627,8,78,Quercus incana,Q4111870,QUEIN
1628,8,78,Quercus kelloggii,Q693392,QUEKE
1629,8,78,Quercus laevis,Q2586757,QUELA
1630,8,78,Quercus laurifolia,Q4112143,QUELF
1631,8,78,Quercus lobata,Q1377986,QUELO
1632,8,78,Quercus macrocarpa,Q1082365,QUEMC
1633,8,78,Quercus mongolica,Q1367359,QUEMO
1634,8,78,Quercus marilandica,Q845791,QUEMR
1635,8,78,Quercus muehlenbergii,Q2611816,QUEMU
1636,8,78,Quercus nigra,Q4112855,QUENI
1637,8,78,Quercus palustris,Q161253,QUEPA
1638,8,78,Quercus petraea,Q158608,QUEPE
1639,8,78,Quercus phellos,Q783224,QUEPH
1640,8,78,Quercus pyrenaica,Q899686,QUEPN
1641,8,78,Quercus prinus,,QUEPR
1642,8,78,Quercus pubescens,Q161415,QUEPU
1643,8,78,Quercus robur,Q165145,QUERO
1644,8,78,Quercus rubra,Q147525,QUERU
1645,8,78,Quercus shumardii,Q4112184,QUESH
1646,8,78,Quercus stellata,Q2600501,QUESL
1647,8,78,Quercus sp.,,QUESS
1648,8,78,Quercus texana,Q7271351,QUEST
1649,8,78,Quercus suber,Q156137,QUESU
1650,8,78,Quercus velutina,Q1001011,QUEVE
1651,8,78,Quercus virginiana,Q1758722,QUEVI
1652,8,78,Quercus wislizenii,Q3009812,QUEWI
1653,9,2940,Ranunculus repens,Q213356,RANRE
1654,8,2941,Raphanus raphanistrum,Q28017,RAPRA
1655,8,2941,Raphanus sativus,Q7224565,RAPSR
1656,9,2942,Ratibida columnifera,Q7295703,RATCO
1657,8,2943,Richardia sp.,,RCHSS
1658,8,2944,Rudgea verticillata,Q15442597,RDGVE
1659,8,2945,Rhamnus alaternus,Q721200,RHAAL
1660,8,2946,Frangula caroliniana,Q50841410,RHACL
1661,8,2945,Rhamnus cathartica,Q147861,RHACT
1662,8,2946,Frangula alnus,Q146136,RHAFR
1663,8,2945,Rhamnus sp.,,RHASS
1664,9,2947,Rheum rhaponticum,Q7218332,RHERP
1665,8,79,Rhododendron arboreum,Q2659683,RHOAB
1666,8,79,Rhododendron barbatum,Q15251221,RHOBB
1667,8,79,Rhododendron canadense,Q2132150,RHOCA
1668,8,79,Rhododendron canescens,Q16918488,RHOCN
1669,8,79,Rhododendron catawbiense,Q194521,RHOCW
1670,8,79,Rhododendron griffithianum,Q10868804,RHOGF
1671,8,79,Rhododendron hybrids,,RHOHY
1672,8,79,Rhododendron lutescens,Q3335326,RHOLU
1673,8,79,Rhododendron prunifolium,Q7321160,RHOPF
1674,8,79,Rhododendron,Q189393,RHOPO
1675,8,79,Rhododendron viscosum,Q15392729,RHOVC
1676,9,2948,Rhus copallinum,Q7245720,RHUCO
1677,9,2949,Toxicodendron diversilobum,Q5399841,RHUDI
1678,9,2948,Rhus glabra,Q3177997,RHUGL
1679,9,2948,Rhus sp.,,RHUSS
1680,9,2948,Rhus trilobata,Q7155056,RHUTR
1681,9,2948,Rhus typhina,Q148986,RHUTY
1682,8,80,Ribes alpinum,Q149260,RIBAP
1683,8,80,Ribes aureum,Q149376,RIBAU
1684,8,80,Ribes cereum,Q4425192,RIBCE
1685,8,80,Ribes fasciculatum,Q1235415,RIBFA
1686,8,80,Ribes fragrans,Q4425197,RIBFR
1687,8,80,Ribes nigrum,Q146604,RIBNI
1688,8,80,Ribes rubrum,Q146661,RIBRU
1689,8,80,Ribes spicatum,Q149485,RIBSP
1690,8,80,Ribes sp.,,RIBSS
1691,8,80,Ribes uva-crispa,Q41503,RIBUC
1692,8,2950,Rivina humilis,Q886492,RIVHU
1693,9,2864,Salvia rosmarinus,,RMSOF
1694,9,2951,Robinia hispida,Q894236,ROBHI
1695,9,2951,Robinia pseudoacacia,Q157417,ROBPS
1696,9,81,Rosa arkansana,Q145631,ROSAK
1697,9,81,Rosa arkansana var. suffulta,,ROSAS
1698,9,81,Rosa banksiae,Q140415,ROSBA
1699,9,81,Rosa bracteata,Q2166503,ROSBC
1700,9,81,Rosa californica,Q143186,ROSCA
1701,9,81,Rosa dumetorum,Q15844740,ROSCF
1702,9,81,Rosa canina,Q146066,ROSCN
1703,9,81,Rosa foliolosa,Q3442106,ROSFL
1704,9,81,Rosa fortuniana,,ROSFT
1705,9,81,Rosa glauca,Q158929,ROSGL
1706,9,81,Rosa hybrids,,ROSHY
1707,9,81,Rosa multiflora,Q133617,ROSMU
1708,9,81,Rosa nutkana,Q3106488,ROSNU
1709,9,81,Rosa x odorata,,ROSOD
1710,9,81,Rosa omeiensis var. pteracantha,,ROSOP
1711,9,81,Rosa pisocarpa,Q3017700,ROSPI
1712,9,81,Rosa spinosissima,Q158359,ROSPP
1713,9,81,Rosa rubiginosa,Q15546415,ROSRB
1714,9,81,Rosa rugosa,Q634975,ROSRG
1715,9,81,Rosa roxburghii,Q3442131,ROSRX
1716,9,81,Rosa soulieana,Q3206002,ROSSL
1717,9,81,Rosa sp.,,ROSSS
1718,9,81,Rosa villosa,Q159499,ROSVL
1719,9,81,Rosa wichuraiana,Q1422123,ROSWI
1720,9,81,Rosa woodsii,Q1031875,ROSWO
1721,9,81,Rosa large-flowered bush hybrids,,ROSXX
1722,9,2952,Ruta chalepensis,Q2714490,RUACH
1723,9,2952,Ruta graveolens,Q25062,RUAGR
1724,9,82,Rubus arcticus,Q210330,RUBAR
1725,9,82,Rubus canescens,Q3446529,RUBCE
1726,9,82,Rubus rigidus,Q15525617,RUBDI
1727,9,82,Rubus fruticosus,,RUBFR
1728,9,82,Rubus procerus,,RUBHP
1729,9,82,Rubus idaeus,Q12252383,RUBID
1730,9,82,Rubus x loganobaccus,,RUBLO
1731,9,82,Rubus occidentalis,Q7376217,RUBOC
1732,9,82,Rubus parviflorus,Q2614003,RUBPA
1733,9,82,Rubus idaeus var. strigosus,,RUBSG
1734,9,82,Rubus sp.,,RUBSS
1735,9,82,Rubus ulmifolius,Q59843,RUBUL
1736,9,82,Rubus ursinus,Q3775270,RUBUR
1737,9,82,Rubus vitifolius,Q50870057,RUBVI
1738,9,2953,Rudbeckia fulgida,Q450250,RUDFU
1739,9,2953,Rudbeckia hirta,Q2532820,RUDHI
1740,9,2954,Echinacea purpurea,Q272661,RUDPU
1741,9,2953,Rudbeckia triloba,Q7376820,RUDTR
1742,9,2955,Rumex crispus,Q157643,RUMCR
1743,9,2955,Rumex sp.,,RUMSS
1744,9,2956,Rhynchostylis gigantea,Q2214916,RYSGI
1745,9,2957,Saccharum officinarum,Q3391243,SACOF
1746,9,2957,Saccharum sp.,,SACSS
1747,9,2958,Sapindus saponaria,Q2672802,SAKSA
1748,9,2958,Sapindus drummondii,Q15528348,SAKSD
1749,9,2864,Salvia greggii,Q891000,SALGR
1750,9,2864,Salvia mellifera,Q3009692,SALMF
1751,9,2864,Salvia officinalis,Q1111359,SALOF
1752,9,2864,Salvia splendens,Q161080,SALSP
1753,9,2864,Salvia sp.,,SALSS
1754,9,2864,Salvia verbenaca,Q1313052,SALVB
1755,8,2960,Sambucus canadensis,Q21877280,SAMCN
1756,8,2960,Sambucus cerulea,Q353892,SAMGL
1757,8,2960,Sambucus nigra,Q22701,SAMNI
1758,8,2960,Sambucus racemosa subsp. pubens,Q3470723,SAMPU
1759,8,2960,Sambucus sp.,,SAMSS
1760,9,2514,Cytisus scoparius,Q145781,SAOSC
1761,9,2961,Triadica sebifera,Q702175,SAQSE
1762,9,2963,Salsola kali,Q163655,SASKA
1763,9,2963,Salsola tragus,Q1754334,SASKT
1764,8,2964,Saponaria officinalis,Q156841,SAWOF
1765,8,83,Salix alba subsp. caerulea,,SAXAK
1766,8,83,Salix alba,Q156918,SAXAL
1767,8,83,Salix atrocinerea,Q3320649,SAXAT
1768,8,83,Salix babylonica,Q156307,SAXBA
1769,8,83,Salix caprea,Q159565,SAXCP
1770,8,83,Salix discolor,Q3124760,SAXDI
1771,8,83,Salix lucida,Q159412,SAXLU
1772,8,83,Salix nigra,Q469220,SAXNI
1773,8,83,Salix x fragilis,,SAXRU
1774,8,83,Salix sp.,,SAXSS
1775,8,83,Salix viminalis,Q158590,SAXVI
1776,9,2965,Scabiosa atropurpurea,Q159446,SCBAT
1777,9,2967,Scutellaria lateriflora,Q2701473,SCDLA
1778,9,2967,Scutellaria sp.,,SCDSS
1779,9,2968,Schinus molle,Q855896,SCIMO
1780,9,2968,Schinus terebinthifolia,Q899313,SCITE
1781,9,2969,Sesbania herbacea,Q10819532,SEBEX
1782,9,2969,Sesbania vesicaria,Q21297242,SEBVE
1783,9,2970,Secale cereale,Q12099,SECCE
1784,8,2971,Hylotelephium spectabile,Q922370,SEDSL
1785,8,2972,Sedum sp.,,SEDSS
1786,8,2974,Sesamum indicum,Q2763698,SEGIN
1787,8,2975,Sechium edule,Q319611,SEHED
1788,9,2976,Jacobaea maritima,Q13217438,SENBI
1789,9,2341,Brachyglottis compacta,Q15549541,SENCM
1790,9,2977,Cineraria,Q2360058,SENCR
1791,9,2977,Pericallis cruenta,Q14954851,SENCU
1792,9,2978,Senecio grisebachii,Q6124938,SENGB
1793,9,2978,Senecio glastifolius,Q3259822,SENGF
1794,9,2978,Senecio inaequidens,Q939756,SENIQ
1795,9,2979,Delairea odorata,Q2702202,SENMI
1796,9,2978,Senecio sp.,,SENSS
1797,9,2978,Senecio vulgaris,Q504256,SENVU
1798,7,2980,Sequoia sempervirens,Q150129,SEQSE
1799,9,2981,Setaria italica,Q161211,SETIT
1800,9,2981,Setaria magna,Q15521417,SETMG
1801,9,2981,Setaria palmifolia,Q11116561,SETPA
1802,9,2981,Setaria pumila,Q161354,SETPU
1803,9,2981,Setaria viridis,Q163052,SETVI
1804,9,2982,Atalantia buxifolia,Q3809342,SEVBU
1805,8,2983,Schima superba,Q11093140,SHMSU
1806,9,2986,Shorea robusta,Q909828,SHORO
1807,8,2987,Shepherdia argentea,Q2658110,SHPAR
1808,9,2988,Malvella leprosa,Q6745037,SIDHE
1809,9,2989,Sida rhombifolia,Q3595921,SIDRH
1810,9,2989,Sida spinosa,Q5394062,SIDSP
1811,8,2791,Silene antirrhina,Q7514449,SILAN
1812,8,2791,Silene compacta,Q12217939,SILCM
1813,9,2990,Silphium sp.,,SIPSS
1814,8,2991,Salpiglossis sp.,,SLGSS
1815,9,2992,Silybum marianum,Q193798,SLYMA
1816,9,89,Saintpaulia ionantha,Q165406,SNPIO
1817,9,2993,Santolina chamaecyparissus,Q1543811,SNTCH
1818,9,2993,Santolina magonica,Q15551349,SNTMA
1819,9,2993,Santolina sp.,,SNTSS
1820,9,2994,Sanvitalia procumbens,Q1426361,SNVPR
1821,9,2995,Sophora davidii,Q6747995,SOBDA
1822,9,2996,Styphnolobium japonicum,Q288558,SOBJA
1823,9,2995,Sophora secundiflora,Q59282651,SOBSE
1824,8,86,Solanum tuberosum subsp. andigenum,,SOLAD
1825,8,86,Solanum aethiopicum,Q257366,SOLAE
1826,8,86,Solanum americanum,Q2729601,SOLAM
1827,8,86,Solanum atropurpureum,Q290565,SOLAT
1828,8,86,Solanum aviculare,Q1295038,SOLAV
1829,8,86,Solanum carolinense,Q1044376,SOLCA
1830,8,86,Solanum citrullifolium,Q624613,SOLCF
1831,8,86,Solanum chacoense,Q3489173,SOLCH
1832,8,86,Solanum capsicoides,Q4022813,SOLCI
1833,8,86,Solanum commersonii,Q3489179,SOLCO
1834,8,86,Solanum crispum,Q145597,SOLCR
1835,8,86,Solanum candidum,Q7555737,SOLCW
1836,8,86,Solanum douglasii,Q7555746,SOLDO
1837,8,86,Solanum demissum,Q3489182,SOLDS
1838,8,86,Solanum dulcamara,Q147707,SOLDU
1839,8,86,Solanum elaeagnifolium,Q2716800,SOLEL
1840,8,86,Solanum grandiflorum,Q15535397,SOLGF
1841,8,86,Solanum laxum,Q2032362,SOLJM
1842,8,86,Solanum chrysotrichum,Q15534455,SOLKR
1843,8,86,Solanum lycocarpum,Q3280462,SOLLY
1844,8,86,Solanum melongena,Q7540,SOLME
1845,8,86,Solanum mammosum,Q1639604,SOLMM
1846,8,86,Solanum mauritianum,Q2097687,SOLMR
1847,8,86,Solanum myriacanthum,Q15536349,SOLMY
1848,8,86,Solanum nigrum,Q146400,SOLNI
1849,8,86,Solanum paniculatum,Q5223247,SOLPA
1850,8,86,Solanum pseudocapsicum,Q1475749,SOLPC
1851,8,86,Solanum phureja,Q2277249,SOLPJ
1852,8,86,Solanum pectinatum,Q15536653,SOLPQ
1853,8,86,Solanum candolleanum,Q3489167,SOLQA
1854,8,86,Solanum corymbosum,Q15534275,SOLQO
1855,8,86,Solanum quitoense,Q795069,SOLQU
1856,8,86,Solanum radicans,Q15537587,SOLRD
1857,8,86,Solanum rostratum,Q1788430,SOLRS
1858,8,86,Solanum sarrachoides,Q13410303,SOLSA
1859,8,86,Solanum pinnatum,Q15536494,SOLSB
1860,8,86,Solanum scabrum,Q24853233,SOLSC
1861,8,86,Solanum stoloniferum,Q3489207,SOLSF
1862,8,86,Solanum sp.,,SOLSS
1863,8,86,Solanum swartzianum,Q15537711,SOLSW
1864,8,86,Solanum stipulaceum,Q17400934,SOLTI
1865,8,86,Solanum triflorum,Q7161852,SOLTR
1866,8,86,Solanum tuberosum,Q10998,SOLTU
1867,8,86,Solanum verrucosum,Q3489213,SOLVC
1868,8,86,Solanum violaceum,Q10910406,SOLVL
1869,8,86,Solanum vernei,Q15537892,SOLVR
1870,8,86,Solanum wittmackii,Q15538070,SOLWH
1871,8,86,Solanum suaveolens,Q15538511,SOLZU
1872,9,2997,Sonchus arvensis,Q239291,SONAR
1873,9,2997,Sonchus asper,Q1065570,SONAS
1874,9,2997,Sonchus oleraceus,Q331676,SONOL
1875,9,2997,Sonchus sp.,,SONSS
1876,9,2998,Solidago altissima,Q7557949,SOOAL
1877,9,2998,Solidago canadensis,Q254436,SOOCA
1878,9,2998,Solidago fistulosa,Q15566338,SOOFI
1879,9,2998,Solidago virgaurea,Q599435,SOOVI
1880,9,87,Sorghum x almum,,SORAL
1881,9,87,Sorghum halepense,Q858360,SORHA
1882,9,87,Sorghum bicolor,Q332062,SORVU
1883,9,88,Sorbus aria,Q157960,SOUAI
1884,9,88,Sorbus alnifolia,Q1151129,SOUAL
1885,9,88,Sorbus americana,Q285587,SOUAM
1886,9,88,Sorbus aucuparia,Q146198,SOUAU
1887,9,88,Sorbus discolor,Q10902404,SOUDI
1888,9,88,Sorbus hybrida,Q41202362,SOUHY
1889,9,2999,Sphaeralcea angustifolia,Q7163802,SPHAN
1890,9,3000,Spinacia oleracea,Q81464,SPQOL
1891,8,3001,Spergula arvensis,Q162826,SPRAR
1892,9,3002,Spartium junceum,Q910358,SPUJU
1893,9,3002,Spartium sp.,,SPUSS
1894,9,3003,Spiraea x arguta,,SPVAG
1895,9,3003,Spiraea japonica,Q158201,SPVJA
1896,9,3003,Spiraea prunifolia,Q1055383,SPVPR
1897,9,3003,Spiraea sp.,,SPVSS
1898,9,3003,Spiraea x vanhouttei,,SPVVH
1899,8,3004,Streptosolen jamesonii,Q136702,SROJA
1900,9,89,Streptocarpus hybrids,,SRQHY
1901,9,3005,Strophostyles helvola,Q7624811,SRTHE
1902,8,3006,Sassafras albidum,Q584469,SSAAL
1903,8,3006,Sassafras sp.,,SSASS
1904,9,3008,Sesuvium portulacastrum,Q2472430,SSVPO
1905,8,3009,Sisymbrium irio,Q163223,SSYIR
1906,9,3010,Stachys arvensis,Q162811,STAAR
1907,8,3011,Stellaria media,Q158711,STEME
1908,9,3012,Clinopodium nepeta,,STICA
1909,9,3013,Stillingia linearifolia,Q7617245,STLLF
1910,9,3014,Stenotaphrum secundatum,Q3321826,STPSE
1911,9,2875,Photinia davidiana,Q50847306,STVDA
1912,8,3016,Styrax officinalis,Q1281140,STXOF
1913,8,3018,Strelitzia nicolai,Q149601,STZNI
1914,8,3018,Strelitzia reginae,Q148904,STZRE
1915,8,3019,Stewartia pseudocamellia,Q1041653,SWTPS
1916,9,2965,Scabiosa atropurpurea var. maritima,,SXLAM
1917,9,3020,Syngonium podophyllum,Q13403357,SYNPO
1918,8,3021,Syringa x chinensis,,SYRCH
1919,8,3021,Syringa reticulata var. mandschurica,,SYRRM
1920,8,3021,Syringa vulgaris,Q6565319,SYRVU
1921,8,3023,Symplocos sp.,,SYSSS
1922,8,3023,Symplocos tinctoria,Q15315365,SYSTI
1923,9,3024,Syzygium cumini,Q232571,SYZCU
1924,9,3024,Syzygium paniculatum,Q159398,SYZPA
1925,8,3025,Schizanthus sp.,,SZTSS
1926,8,3027,Tamarix sp.,,TAASS
1927,7,3028,Taxodium sp.,,TADSS
1928,9,3029,Tagetes erecta,Q759876,TAGER
1929,9,3029,Tagetes patula,Q644934,TAGPA
1930,8,3031,Talinum paniculatum,Q7679537,TALPA
1931,9,3032,Taraxacum officinale,Q131219,TAROF
1932,9,3033,Tectona grandis,Q156938,TCTGR
1933,9,3035,Tetragonia tetragonoides,Q278283,TEATE
1934,8,3036,Tecoma stans,Q119954,TECST
1935,9,3037,Tephrosia sp.,,TEPSS
1936,9,3039,Teucrium capitatum,Q6143686,TEUCP
1937,9,3039,Teucrium scorodonia,Q161748,TEUSC
1938,9,3040,Theobroma bicolor,Q893238,THOBI
1939,9,3040,Theobroma cacao,Q42385,THOCA
1940,9,3040,Theobroma grandiflorum,Q1144414,THOGR
1941,9,3040,Theobroma obovatum,Q15385444,THOOB
1942,9,3040,Theobroma subincanum,Q10262384,THOSU
1943,7,90,Thuja occidentalis,Q147468,THUOC
1944,7,3041,Platycladus orientalis,Q33482,THUOR
1945,7,90,Thuja plicata,Q147417,THUPL
1946,9,3042,Thymus vulgaris,Q148668,THYVU
1947,8,3044,Tibouchina semidecandra,Q13958094,TIBSE
1948,9,3045,Tigridia pavonia,Q3336594,TIGPA
1949,9,91,Tilia americana,Q163981,TILAM
1950,9,3046,Tithonia rotundifolia,Q2176037,TITRO
1951,9,3047,Triodanis perfoliata subsp. biflora,Q24877343,TJDBI
1952,9,2628,Genista monspessulana,Q151046,TLNMO
1953,9,3048,Vogtia annua,,TNCAN
1954,9,2417,Tanacetum bipinnatum,Q15556858,TNCBI
1955,9,2949,Toxicodendron pubescens,Q2718061,TOXQU
1956,9,2949,Toxicodendron vernix,Q7002291,TOXVX
1957,9,3049,Tradescantia sp.,,TRASS
1958,8,3051,Tribulus terrestris,Q235889,TRBTE
1959,9,2529,Digitaria insularis,Q14834635,TRCIN
1960,9,3052,Tragia sp.,,TRDSS
1961,9,92,Trifolium campestre,Q157334,TRFCA
1962,9,92,Trifolium incarnatum,Q161361,TRFIN
1963,9,92,Trifolium pratense,Q156635,TRFPR
1964,9,92,Trifolium repens,Q148675,TRFRE
1965,9,92,Trifolium sp.,,TRFSS
1966,9,3053,Tragopogon porrifolius,Q941639,TROPS
1967,9,3054,Tripsacum dactyloides,Q2421782,TRWDA
1968,9,93,Triticum aestivum subsp. aestivum,Q21384762,TRZAX
1969,9,93,Triticum durum,Q618324,TRZDU
1970,7,3055,Tsuga canadensis,Q1137143,TSUCA
1971,7,3055,Tsuga diversifolia,Q212670,TSUDI
1972,7,3055,Tsuga heterophylla,Q1144409,TSUHE
1973,7,3055,Tsuga mertensiana,Q593894,TSUME
1974,7,3055,Tsuga sieboldii,Q1145589,TSUSI
1975,8,3056,Trichosanthes cucumerina,Q1323731,TTHCU
1976,8,3057,Tulipa hybrids,,TULHY
1977,9,3058,Tussilago farfara,Q26302,TUSFA
1978,9,3059,Ulex europaeus,Q161794,ULEEU
1979,9,3059,Ulex micranthus,Q15545439,ULEMC
1980,9,3059,Ulex minor,Q793774,ULEMI
1981,9,3059,Ulex parviflorus,Q2687285,ULEPA
1982,9,3059,Ulex sp.,,ULESS
1983,8,95,Ulmus alata,Q7879360,ULMAL
1984,8,95,Ulmus americana,Q469382,ULMAM
1985,8,95,Ulmus canescens,Q7879426,ULMCA
1986,8,95,Ulmus chenmoui,Q2109862,ULMCH
1987,8,95,Ulmus crassifolia,Q7879431,ULMCR
1988,8,95,Ulmus glabra,Q147498,ULMGL
1989,8,95,Ulmus x hollandica,,ULMHO
1990,8,95,Ulmus davidiana var. japonica,Q844010,ULMJA
1991,8,95,Ulmus laciniata,Q4115140,ULMLA
1992,8,95,Ulmus laevis,Q147492,ULMLV
1993,8,95,Ulmus minor,Q147487,ULMMI
1994,8,95,Ulmus parvifolia,Q1074099,ULMPA
1995,8,95,Ulmus procera,,ULMPR
1996,8,95,Ulmus pumila,Q1079824,ULMPU
1997,8,95,Ulmus rubra,Q1534893,ULMRU
1998,8,95,Ulmus serotina,Q2110146,ULMSE
1999,8,95,Ulmus sp.,,ULMSS
2000,8,95,Ulmus thomasii,Q1147786,ULMTH
2001,8,95,Ulmus villosa,Q7879642,ULMVI
2002,8,95,Ulmus wallichiana,Q5466748,ULMWA
2003,8,95,Ulmus wilsoniana,Q21304667,ULMWI
2004,8,3060,Umbellularia californica,Q692162,UMBCA
2005,9,3061,Ungnadia speciosa,Q12221127,UNGSP
2006,8,3063,Urtica dioica,Q155909,URTDI
2007,8,3063,Urtica dioica subsp. gracilis,,URTLY
2008,8,3063,Urtica urens,Q157175,URTUR
2009,8,96,Vaccinium ashei,,VACAH
2010,8,96,Vaccinium angustifolium,Q512441,VACAN
2011,8,96,Vaccinium arboreum,Q3249733,VACAR
2012,8,96,Vaccinium corymbosum,Q468695,VACCO
2013,8,96,Vaccinium darrowii,Q7907961,VACDA
2014,8,96,Vaccinium erythrocarpum,Q195561,VACER
2015,8,96,Vaccinium hybrids,,VACHY
2016,8,96,Vaccinium macrocarpon,Q149397,VACMA
2017,8,96,Vaccinium myrtillus,Q5413585,VACMY
2018,8,96,Vaccinium oxycoccos,Q374399,VACOX
2019,8,96,Vaccinium pallidum,Q7907968,VACPL
2020,8,96,Vaccinium sp.,,VACSS
2021,8,96,Vaccinium tenellum,Q16993360,VACTE
2022,8,96,Vaccinium virgatum,Q4142371,VACVG
2023,8,96,Vaccinium vitis-idaea,Q93235,VACVI
2024,8,3064,Glandularia bipinnatifida,Q15501351,VEBBI
2025,8,3065,Verbena hybrids,,VEBHY
2026,8,3065,Verbena litoralis,Q7920965,VEBLI
2027,8,3065,Verbena sp.,Q165290,VEBSS
