Category,Disease,Disease fullname,Pathogen,Afflict,EPPO code
FUNGAL DISEASES,Violet root rot,Violet root rot of apple,Helicobasidium brebissonii,Elm,HLCBBR
FUNGAL DISEASES,Violet root rot,Violet root rot of apple,Helicobasidium brebissonii,Red Clover,HLCBBR
FUNGI,Violet root rot,Violet root rot of sweet potato,Helicobasidium brebissonii,Alfalfa,HLCBBR
FUNGAL DISEASES,Root rot,Violet root rot of sweet potato,Helicobasidium brebissonii,Caneberries,HLCBBR
FUNGAL DISEASES,Violet root rot,Violet root rot of sweet potato,Helicobasidium brebissonii,Elm,HLCBBR
FUNGAL DISEASES,Violet root rot,Violet root rot of sweet potato,Helicobasidium brebissonii,Red Clover,HLCBBR
FUNGI,Violet root rot,Violet root rot of clover,Helicobasidium brebissonii,Alfalfa,HLCBBR
FUNGAL DISEASES,Root rot,Violet root rot of clover,Helicobasidium brebissonii,Caneberries,HLCBBR
FUNGAL DISEASES,Violet root rot,Violet root rot of clover,Helicobasidium brebissonii,Elm,HLCBBR
FUNGAL DISEASES,Violet root rot,Violet root rot of clover,Helicobasidium brebissonii,Red Clover,HLCBBR
FUNGAL DISEASES,Violet root rot,violet root rot of apple,Helicobasidium mompa,Sweetpotato,HLCBMO
FUNGAL DISEASES,Violet root rot,violet root rot of mulberry,Helicobasidium mompa,Sweetpotato,HLCBMO
FUNGAL DISEASES,Violet root rot,violet root rot of carrot,Helicobasidium mompa,Sweetpotato,HLCBMO
FUNGI,Charcoal rot,charcoal rot of maize,Macrophomina phaseolina,Alfalfa,MCPHPH
FUNGAL and OOMYCETE DISEASES,Charcoal rot,charcoal rot of maize,Macrophomina phaseolina,Beet,MCPHPH
FUNGAL DISEASES,Charcoal rot,charcoal rot of maize,Macrophomina phaseolina,Bellflower,MCPHPH
FUNGAL DISEASES,Charcoal rot,charcoal rot of maize,Macrophomina phaseolina,Carnation,MCPHPH
FUNGAL AND OOMYCETE DISEASES,Charcoal rot,charcoal rot of maize,Macrophomina phaseolina,Corn (syn. Maize),MCPHPH
FUNGAL DISEASES,Charcoal rot,charcoal rot of maize,Macrophomina phaseolina,Cotton,MCPHPH
FUNGAL DISEASES,Charcoal rot,charcoal rot of maize,Macrophomina phaseolina,Hemp,MCPHPH
FUNGAL AND OOMYCETE DISEASES,Charcoal rot,charcoal rot of maize,Macrophomina phaseolina,Onion and Garlic,MCPHPH
FUNGAL AND RELATED DISEASES,Charcoal rot,charcoal rot of maize,Macrophomina phaseolina,Pepper,MCPHPH
FUNGAL DISEASES,Charcoal rot,charcoal rot of maize,Macrophomina phaseolina,Potato,MCPHPH
FUNGAL DISEASES,Charcoal rot,charcoal rot of maize,Macrophomina phaseolina,Safflower,MCPHPH
FUNGAL DISEASES,Charcoal rot,charcoal rot of maize,Macrophomina phaseolina,Sorghum,MCPHPH
FUNGAL DISEASES,Charcoal rot,charcoal rot of maize,Macrophomina phaseolina,Soybean,MCPHPH
FUNGAL DISEASES,Charcoal rot,charcoal rot of maize,Macrophomina phaseolina,Strawberry,MCPHPH
FUNGAL and OOMYCETE DISEASES,Charcoal rot,charcoal rot of maize,Macrophomina phaseolina,Sunflower and Jerusalem Artichoke,MCPHPH
FUNGAL DISEASES,Charcoal rot,charcoal rot of maize,Macrophomina phaseolina,Sweetpotato,MCPHPH
FUNGAL DISEASES,Charcoal rot,charcoal rot of maize,Macrophomina phaseolina,Tobacco,MCPHPH
FUNGI,Charcoal rot,charcoal rot of sorghum,Macrophomina phaseolina,Alfalfa,MCPHPH
FUNGAL and OOMYCETE DISEASES,Charcoal rot,charcoal rot of sorghum,Macrophomina phaseolina,Beet,MCPHPH
FUNGAL DISEASES,Charcoal rot,charcoal rot of sorghum,Macrophomina phaseolina,Bellflower,MCPHPH
FUNGAL DISEASES,Charcoal rot,charcoal rot of sorghum,Macrophomina phaseolina,Carnation,MCPHPH
FUNGAL AND OOMYCETE DISEASES,Charcoal rot,charcoal rot of sorghum,Macrophomina phaseolina,Corn (syn. Maize),MCPHPH
FUNGAL DISEASES,Charcoal rot,charcoal rot of sorghum,Macrophomina phaseolina,Cotton,MCPHPH
FUNGAL DISEASES,Charcoal rot,charcoal rot of sorghum,Macrophomina phaseolina,Hemp,MCPHPH
FUNGAL AND OOMYCETE DISEASES,Charcoal rot,charcoal rot of sorghum,Macrophomina phaseolina,Onion and Garlic,MCPHPH
FUNGAL AND RELATED DISEASES,Charcoal rot,charcoal rot of sorghum,Macrophomina phaseolina,Pepper,MCPHPH
FUNGAL DISEASES,Charcoal rot,charcoal rot of sorghum,Macrophomina phaseolina,Potato,MCPHPH
FUNGAL DISEASES,Charcoal rot,charcoal rot of sorghum,Macrophomina phaseolina,Safflower,MCPHPH
FUNGAL DISEASES,Charcoal rot,charcoal rot of sorghum,Macrophomina phaseolina,Sorghum,MCPHPH
FUNGAL DISEASES,Charcoal rot,charcoal rot of sorghum,Macrophomina phaseolina,Soybean,MCPHPH
FUNGAL DISEASES,Charcoal rot,charcoal rot of sorghum,Macrophomina phaseolina,Strawberry,MCPHPH
FUNGAL and OOMYCETE DISEASES,Charcoal rot,charcoal rot of sorghum,Macrophomina phaseolina,Sunflower and Jerusalem Artichoke,MCPHPH
FUNGAL DISEASES,Charcoal rot,charcoal rot of sorghum,Macrophomina phaseolina,Sweetpotato,MCPHPH
FUNGAL DISEASES,Charcoal rot,charcoal rot of sorghum,Macrophomina phaseolina,Tobacco,MCPHPH
FUNGI,Charcoal rot,charcoal rot of soybean,Macrophomina phaseolina,Alfalfa,MCPHPH
FUNGAL and OOMYCETE DISEASES,Charcoal rot,charcoal rot of soybean,Macrophomina phaseolina,Beet,MCPHPH
FUNGAL DISEASES,Charcoal rot,charcoal rot of soybean,Macrophomina phaseolina,Bellflower,MCPHPH
FUNGAL DISEASES,Charcoal rot,charcoal rot of soybean,Macrophomina phaseolina,Carnation,MCPHPH
FUNGAL AND OOMYCETE DISEASES,Charcoal rot,charcoal rot of soybean,Macrophomina phaseolina,Corn (syn. Maize),MCPHPH
FUNGAL DISEASES,Charcoal rot,charcoal rot of soybean,Macrophomina phaseolina,Cotton,MCPHPH
FUNGAL DISEASES,Charcoal rot,charcoal rot of soybean,Macrophomina phaseolina,Hemp,MCPHPH
FUNGAL AND OOMYCETE DISEASES,Charcoal rot,charcoal rot of soybean,Macrophomina phaseolina,Onion and Garlic,MCPHPH
FUNGAL AND RELATED DISEASES,Charcoal rot,charcoal rot of soybean,Macrophomina phaseolina,Pepper,MCPHPH
FUNGAL DISEASES,Charcoal rot,charcoal rot of soybean,Macrophomina phaseolina,Potato,MCPHPH
FUNGAL DISEASES,Charcoal rot,charcoal rot of soybean,Macrophomina phaseolina,Safflower,MCPHPH
FUNGAL DISEASES,Charcoal rot,charcoal rot of soybean,Macrophomina phaseolina,Sorghum,MCPHPH
FUNGAL DISEASES,Charcoal rot,charcoal rot of soybean,Macrophomina phaseolina,Soybean,MCPHPH
FUNGAL DISEASES,Charcoal rot,charcoal rot of soybean,Macrophomina phaseolina,Strawberry,MCPHPH
FUNGAL and OOMYCETE DISEASES,Charcoal rot,charcoal rot of soybean,Macrophomina phaseolina,Sunflower and Jerusalem Artichoke,MCPHPH
FUNGAL DISEASES,Charcoal rot,charcoal rot of soybean,Macrophomina phaseolina,Sweetpotato,MCPHPH
FUNGAL DISEASES,Charcoal rot,charcoal rot of soybean,Macrophomina phaseolina,Tobacco,MCPHPH
FUNGAL DISEASES,Damping-off,damping-off of cotton,Macrophomina phaseolina,Hemp,MCPHPH
FUNGAL DISEASES,Root rot,root rot of cotton,Macrophomina phaseolina,Rapeseed = Canola,MCPHPH
FUNGI,Charcoal rot,charcoal rot of tobacco,Macrophomina phaseolina,Alfalfa,MCPHPH
FUNGAL and OOMYCETE DISEASES,Charcoal rot,charcoal rot of tobacco,Macrophomina phaseolina,Beet,MCPHPH
FUNGAL DISEASES,Charcoal rot,charcoal rot of tobacco,Macrophomina phaseolina,Bellflower,MCPHPH
FUNGAL DISEASES,Charcoal rot,charcoal rot of tobacco,Macrophomina phaseolina,Carnation,MCPHPH
FUNGAL AND OOMYCETE DISEASES,Charcoal rot,charcoal rot of tobacco,Macrophomina phaseolina,Corn (syn. Maize),MCPHPH
FUNGAL DISEASES,Charcoal rot,charcoal rot of tobacco,Macrophomina phaseolina,Cotton,MCPHPH
FUNGAL DISEASES,Charcoal rot,charcoal rot of tobacco,Macrophomina phaseolina,Hemp,MCPHPH
FUNGAL AND OOMYCETE DISEASES,Charcoal rot,charcoal rot of tobacco,Macrophomina phaseolina,Onion and Garlic,MCPHPH
FUNGAL AND RELATED DISEASES,Charcoal rot,charcoal rot of tobacco,Macrophomina phaseolina,Pepper,MCPHPH
FUNGAL DISEASES,Charcoal rot,charcoal rot of tobacco,Macrophomina phaseolina,Potato,MCPHPH
FUNGAL DISEASES,Charcoal rot,charcoal rot of tobacco,Macrophomina phaseolina,Safflower,MCPHPH
FUNGAL DISEASES,Charcoal rot,charcoal rot of tobacco,Macrophomina phaseolina,Sorghum,MCPHPH
FUNGAL DISEASES,Charcoal rot,charcoal rot of tobacco,Macrophomina phaseolina,Soybean,MCPHPH
FUNGAL DISEASES,Charcoal rot,charcoal rot of tobacco,Macrophomina phaseolina,Strawberry,MCPHPH
FUNGAL and OOMYCETE DISEASES,Charcoal rot,charcoal rot of tobacco,Macrophomina phaseolina,Sunflower and Jerusalem Artichoke,MCPHPH
FUNGAL DISEASES,Charcoal rot,charcoal rot of tobacco,Macrophomina phaseolina,Sweetpotato,MCPHPH
FUNGAL DISEASES,Charcoal rot,charcoal rot of tobacco,Macrophomina phaseolina,Tobacco,MCPHPH
FUNGAL DISEASES,Root rot,black root rot of conifers,Macrophomina phaseolina,Rapeseed = Canola,MCPHPH
FUNGAL DISEASES,Powdery mildew,powdery mildew of soybean,Erysiphe diffusa,Soybean,MCRSDI
FUNGAL DISEASES,Scurf,scurf of sweet potato,Monilochaetes infuscans,Sweetpotato,MNLCIN
FUNGAL AND OOMYCETE DISEASES,Sheath rot,sheath rot of rice,Sarocladium oryzae,Rice,SARMOR
VIRAL & VIROID DISEASES,Wood decay,wood decay,Schizophyllum commune,Black Walnut,SCYZCO
BACTERIAL DISEASES,Stubborn,stubborn disease of citrus,Spiroplasma citri,Citrus,SPIRCI
BACTERIAL DISEASES,Bacterial soft rot,bacterial soft rot of tobacco,Erwinia chrysanthemi,Bedding Plants,ERWICH
BACTERIAL DISEASES,Bacterial soft rot,bacterial soft rot of tobacco,Erwinia chrysanthemi,Carrot,ERWICH
BACTERIAL DISEASES,Bacterial soft rot,bacterial soft rot of tobacco,Erwinia chrysanthemi,Cyclamen,ERWICH
BACTERIAL DISEASES,Bacterial soft rot,bacterial soft rot of tobacco,Erwinia chrysanthemi,Kalanchoë,ERWICH
BACTERIA AND PHYTOPLASMAS,Dwarf,Dwarf disease of lucerne,Xylella fastidiosa,Alfalfa,XYLEFA
BACTERIA AND PHYTOPLASMAS,Dwarf,Dwarf disease of alfalfa,Xylella fastidiosa,Alfalfa,XYLEFA
VIRAL and VIROID DISEASES,Enation,enation of peach,Peach enation virus,Peach and Nectarine,PEV000
FUNGAL DISEASES,Wart,wart of potato,Synchytrium endobioticum,Potato,SYNCEN
FUNGAL DISEASES,Wart,black wart of potato,Synchytrium endobioticum,Potato,SYNCEN
FUNGAL DISEASES,Root rot,root rot of asparagus,Phytophthora megasperma,Rapeseed = Canola,PHYTME
FUNGAL DISEASES,Downy mildew,downy mildew of wheat,Sclerophthora macrospora,Oats,SCPHMA
FUNGAL AND OOMYCETE DISEASES,Downy mildew,downy mildew of wheat,Sclerophthora macrospora,Rice,SCPHMA
VIRAL AND VIROID DISEASES,Fusarium wilt,fusarium wilt of pigeon pea,Fusarium udum,Pigeonpea,FUSAUD
FUNGAL DISEASES,Phialophora wilt,phialophora wilt of carnation,Phialophora cinerescens,Carnation,PHIACI
FUNGAL DISEASES,Verticillium wilt,verticillium wilt of cotton,Verticillium dahliae,Almond,VERTDA
FUNGAL DISEASES,Verticillium wilt,verticillium wilt of cotton,Verticillium dahliae,Avocado,VERTDA
FUNGAL DISEASES,Verticillium wilt,verticillium wilt of cotton,Verticillium dahliae,Barley,VERTDA
FUNGAL DISEASES,Verticillium wilt,verticillium wilt of cotton,Verticillium dahliae,Bedding Plants,VERTDA
FUNGAL and OOMYCETE DISEASES,Verticillium wilt,verticillium wilt of cotton,Verticillium dahliae,Beet,VERTDA
FUNGAL DISEASES,Verticillium wilt,verticillium wilt of cotton,Verticillium dahliae,Caneberries,VERTDA
FUNGAL DISEASES,Verticillium wilt,verticillium wilt of cotton,Verticillium dahliae,Geranium,VERTDA
FUNGAL DISEASES,Verticillium wilt,verticillium wilt of cotton,Verticillium dahliae,Hop,VERTDA
FUNGAL AND OOMYCETE DISEASES,Verticillium wilt,verticillium wilt of cotton,Verticillium dahliae,Lettuce,VERTDA
FUNGAL DISEASES,Verticillium wilt,verticillium wilt of cotton,Verticillium dahliae,Papaya,VERTDA
FUNGAL DISEASES,Verticillium wilt,verticillium wilt of cotton,Verticillium dahliae,Peach and Nectarine,VERTDA
FUNGAL DISEASES,Verticillium wilt,verticillium wilt of cotton,Verticillium dahliae,Pistachio,VERTDA
FUNGAL DISEASES,Verticillium wilt,verticillium wilt of cotton,Verticillium dahliae,Safflower,VERTDA
FUNGAL DISEASES,Verticillium wilt,verticillium wilt of cotton,Verticillium dahliae,Spinach,VERTDA
FUNGAL and OOMYCETE DISEASES,Verticillium wilt,verticillium wilt of cotton,Verticillium dahliae,Sunflower and Jerusalem Artichoke,VERTDA
FUNGAL DISEASES,Ergot,ergot of sorghum,Claviceps africana,Sorghum,CLAVAF
FUNGAL DISEASES,Eastern filbert blight,Eastern filbert blight,Anisogramma anomala,European Hazelnut,CRSPAN
FUNGAL AND OOMYCETE DISEASES,Phomopsis stem-end rot,phomopsis stem-end rot,Diaporthe citri,Citrus,DIAPCI
FUNGAL DISEASES,Viscid rot,viscid rot of blueberry,Diaporthe vaccinii,Cranberry,DIAPVA
MISCELLANEOUS DISEASES AND DISORDERS,Coffee berry disease,coffee berry disease,Colletotrichum kahawae,Coffee,COLLKA
FUNGAL DISEASES,Anthracnose,anthracnose of citrus,Glomerella cingulata,Avocado,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of citrus,Glomerella cingulata,Bedding Plants,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of citrus,Glomerella cingulata,Cacao,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of citrus,Glomerella cingulata,Cassava,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of citrus,Glomerella cingulata,Cattleya Lindl. spp,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of citrus,Glomerella cingulata,Coconut Palm,GLOMCI
MISCELLANEOUS DISEASES AND DISORDERS,Anthracnose,anthracnose of citrus,Glomerella cingulata,Coffee,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of citrus,Glomerella cingulata,Cyclamen,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of citrus,Glomerella cingulata,Foliage Plants (House Plants),GLOMCI
VIRUS DISEASES,Anthracnose,anthracnose of citrus,Glomerella cingulata,Foliage Plants (House Plants),GLOMCI
VIRUS DISEASES,Anthracnose,anthracnose of citrus,Glomerella cingulata,Foliage Plants (House Plants),GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of citrus,Glomerella cingulata,Holiday Cacti,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of citrus,Glomerella cingulata,Hop,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of citrus,Glomerella cingulata,Kalanchoë,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of citrus,Glomerella cingulata,Mango,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of citrus,Glomerella cingulata,Mustard,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of citrus,Glomerella cingulata,Passionfruit,GLOMCI
POSTHARVEST DISEASES,Anthracnose,anthracnose of citrus,Glomerella cingulata,Passionfruit,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of citrus,Glomerella cingulata,Peach and Nectarine,GLOMCI
BACTERIAL DISEASES,Anthracnose,anthracnose of citrus,Glomerella cingulata,Poinsettia,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of citrus,Glomerella cingulata,Rapeseed = Canola,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of citrus,Glomerella cingulata,Soybean,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of mango,Glomerella cingulata,Avocado,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of mango,Glomerella cingulata,Bedding Plants,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of mango,Glomerella cingulata,Cacao,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of mango,Glomerella cingulata,Cassava,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of mango,Glomerella cingulata,Cattleya Lindl. spp,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of mango,Glomerella cingulata,Coconut Palm,GLOMCI
MISCELLANEOUS DISEASES AND DISORDERS,Anthracnose,anthracnose of mango,Glomerella cingulata,Coffee,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of mango,Glomerella cingulata,Cyclamen,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of mango,Glomerella cingulata,Foliage Plants (House Plants),GLOMCI
VIRUS DISEASES,Anthracnose,anthracnose of mango,Glomerella cingulata,Foliage Plants (House Plants),GLOMCI
VIRUS DISEASES,Anthracnose,anthracnose of mango,Glomerella cingulata,Foliage Plants (House Plants),GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of mango,Glomerella cingulata,Holiday Cacti,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of mango,Glomerella cingulata,Hop,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of mango,Glomerella cingulata,Kalanchoë,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of mango,Glomerella cingulata,Mango,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of mango,Glomerella cingulata,Mustard,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of mango,Glomerella cingulata,Passionfruit,GLOMCI
POSTHARVEST DISEASES,Anthracnose,anthracnose of mango,Glomerella cingulata,Passionfruit,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of mango,Glomerella cingulata,Peach and Nectarine,GLOMCI
BACTERIAL DISEASES,Anthracnose,anthracnose of mango,Glomerella cingulata,Poinsettia,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of mango,Glomerella cingulata,Rapeseed = Canola,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of mango,Glomerella cingulata,Soybean,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of onion,Glomerella cingulata,Avocado,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of onion,Glomerella cingulata,Bedding Plants,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of onion,Glomerella cingulata,Cacao,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of onion,Glomerella cingulata,Cassava,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of onion,Glomerella cingulata,Cattleya Lindl. spp,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of onion,Glomerella cingulata,Coconut Palm,GLOMCI
MISCELLANEOUS DISEASES AND DISORDERS,Anthracnose,anthracnose of onion,Glomerella cingulata,Coffee,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of onion,Glomerella cingulata,Cyclamen,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of onion,Glomerella cingulata,Foliage Plants (House Plants),GLOMCI
VIRUS DISEASES,Anthracnose,anthracnose of onion,Glomerella cingulata,Foliage Plants (House Plants),GLOMCI
VIRUS DISEASES,Anthracnose,anthracnose of onion,Glomerella cingulata,Foliage Plants (House Plants),GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of onion,Glomerella cingulata,Holiday Cacti,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of onion,Glomerella cingulata,Hop,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of onion,Glomerella cingulata,Kalanchoë,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of onion,Glomerella cingulata,Mango,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of onion,Glomerella cingulata,Mustard,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of onion,Glomerella cingulata,Passionfruit,GLOMCI
POSTHARVEST DISEASES,Anthracnose,anthracnose of onion,Glomerella cingulata,Passionfruit,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of onion,Glomerella cingulata,Peach and Nectarine,GLOMCI
BACTERIAL DISEASES,Anthracnose,anthracnose of onion,Glomerella cingulata,Poinsettia,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of onion,Glomerella cingulata,Rapeseed = Canola,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of onion,Glomerella cingulata,Soybean,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of tomato,Glomerella cingulata,Avocado,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of tomato,Glomerella cingulata,Bedding Plants,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of tomato,Glomerella cingulata,Cacao,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of tomato,Glomerella cingulata,Cassava,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of tomato,Glomerella cingulata,Cattleya Lindl. spp,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of tomato,Glomerella cingulata,Coconut Palm,GLOMCI
MISCELLANEOUS DISEASES AND DISORDERS,Anthracnose,anthracnose of tomato,Glomerella cingulata,Coffee,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of tomato,Glomerella cingulata,Cyclamen,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of tomato,Glomerella cingulata,Foliage Plants (House Plants),GLOMCI
VIRUS DISEASES,Anthracnose,anthracnose of tomato,Glomerella cingulata,Foliage Plants (House Plants),GLOMCI
VIRUS DISEASES,Anthracnose,anthracnose of tomato,Glomerella cingulata,Foliage Plants (House Plants),GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of tomato,Glomerella cingulata,Holiday Cacti,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of tomato,Glomerella cingulata,Hop,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of tomato,Glomerella cingulata,Kalanchoë,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of tomato,Glomerella cingulata,Mango,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of tomato,Glomerella cingulata,Mustard,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of tomato,Glomerella cingulata,Passionfruit,GLOMCI
POSTHARVEST DISEASES,Anthracnose,anthracnose of tomato,Glomerella cingulata,Passionfruit,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of tomato,Glomerella cingulata,Peach and Nectarine,GLOMCI
BACTERIAL DISEASES,Anthracnose,anthracnose of tomato,Glomerella cingulata,Poinsettia,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of tomato,Glomerella cingulata,Rapeseed = Canola,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of tomato,Glomerella cingulata,Soybean,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of yam,Glomerella cingulata,Avocado,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of yam,Glomerella cingulata,Bedding Plants,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of yam,Glomerella cingulata,Cacao,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of yam,Glomerella cingulata,Cassava,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of yam,Glomerella cingulata,Cattleya Lindl. spp,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of yam,Glomerella cingulata,Coconut Palm,GLOMCI
MISCELLANEOUS DISEASES AND DISORDERS,Anthracnose,anthracnose of yam,Glomerella cingulata,Coffee,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of yam,Glomerella cingulata,Cyclamen,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of yam,Glomerella cingulata,Foliage Plants (House Plants),GLOMCI
VIRUS DISEASES,Anthracnose,anthracnose of yam,Glomerella cingulata,Foliage Plants (House Plants),GLOMCI
VIRUS DISEASES,Anthracnose,anthracnose of yam,Glomerella cingulata,Foliage Plants (House Plants),GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of yam,Glomerella cingulata,Holiday Cacti,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of yam,Glomerella cingulata,Hop,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of yam,Glomerella cingulata,Kalanchoë,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of yam,Glomerella cingulata,Mango,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of yam,Glomerella cingulata,Mustard,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of yam,Glomerella cingulata,Passionfruit,GLOMCI
POSTHARVEST DISEASES,Anthracnose,anthracnose of yam,Glomerella cingulata,Passionfruit,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of yam,Glomerella cingulata,Peach and Nectarine,GLOMCI
BACTERIAL DISEASES,Anthracnose,anthracnose of yam,Glomerella cingulata,Poinsettia,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of yam,Glomerella cingulata,Rapeseed = Canola,GLOMCI
FUNGAL DISEASES,Anthracnose,anthracnose of yam,Glomerella cingulata,Soybean,GLOMCI
FUNGAL AND OOMYCETE DISEASES,Botrytis rot of garlic,botrytis rot of garlic,Botrytis porri,Onion and Garlic,BOTTPO
FUNGI AND OOMYCETES,Rotbrenner,rotbrenner disease of grapevine,Pseudopeziza tracheiphila,Grape,PSPZTR
FUNGAL DISEASES,Alternaria blotch,alternaria blotch of apple,Alternaria mali,Apple,ALTEMA
FUNGAL DISEASES,Black spot,black spot of papaya,Asperisporium caricae,Papaya,ASPRCA
FUNGAL DISEASES,Leaf spot,southern leaf spot of maize,Bipolaris maydis,Geranium,COCHHE
FUNGAL AND OOMYCETE DISEASES,Southern corn leaf blight,southern corn leaf blight,Bipolaris maydis,Corn (syn. Maize),COCHHE
Cankers and Twig Blights,Pitch canker,pitch canker of pine,Fusarium circinatum,Conifer,GIBBCI
Cankers and Twig Blights,Pitch canker,pitch canker of pine,Fusarium circinatum,Conifer,GIBBCI
FUNGAL DISEASES,Thecaphora smut,thecaphora smut of potato,Thecaphora solani,Potato,THPHSO
FUNGAL DISEASES,Root rot,phymatotrichum root rot,Phymatotrichopsis omnivora,Caneberries,PHMPOM
FUNGAL and OOMYCETE DISEASES,Phymatotrichum root rot,phymatotrichum root rot,Phymatotrichopsis omnivora,Carrot,PHMPOM
FUNGAL AND OOMYCETE DISEASES,Phymatotrichum root rot,phymatotrichum root rot,Phymatotrichopsis omnivora,Citrus,PHMPOM
FUNGAL DISEASES,Root rot,phymatotrichum root rot,Phymatotrichopsis omnivora,Mango,PHMPOM
FUNGAL DISEASES,Phymatotrichum root rot,phymatotrichum root rot,Phymatotrichopsis omnivora,Peanut,PHMPOM
FUNGAL DISEASES,Root rot,phymatotrichum root rot,Phymatotrichopsis omnivora,Rapeseed = Canola,PHMPOM
FUNGAL DISEASES,Web blight,web blight,Rhizoctonia solani,African Daisy,RHIZSO
